emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
-11,-7,-1,-1,0,-2,-1,-8
52,13,3,1,-1,-3,3,14
-6,6,-4,-4,1,5,4,-10
-15,-27,0,5,-1,-5,-8,0
-7,10,1,-1,0,-2,-2,-7
-9,5,-5,-5,3,7,4,4
-11,-9,2,-1,-3,-13,-10,-17
-35,-19,-3,-1,-1,-5,-4,-7
17,1,-3,-7,4,12,8,14
-32,9,9,9,-2,-20,-16,-14
-10,-4,1,3,-4,-13,-7,-5
-1,14,0,0,-2,4,-2,-4
-1,-9,-6,-6,1,5,3,2
-16,-16,-1,0,-1,-1,-6,0
-1,-1,-2,-3,2,3,2,-4
1,5,1,-4,0,-2,-2,-5
-6,-2,3,2,-3,-13,-9,-7
-9,-1,1,4,-3,-3,-4,0
-1,3,-7,-6,-1,10,6,-2
-1,-10,-1,-2,-1,-15,-2,8
-15,-19,5,7,2,20,-1,10
39,39,3,2,1,11,7,20
-52,-3,1,3,0,-18,-12,-21
-24,4,0,2,-5,-4,-15,-18
-2,-17,-1,-3,-2,-4,-1,-5
-18,-15,-5,-11,0,6,6,1
-4,-7,-1,4,-1,0,-5,-7
12,2,1,4,1,-5,-1,2
-3,16,-4,-3,0,-3,4,1
-5,-8,-2,0,0,-1,-9,-6
9,-3,-1,1,-3,-2,-2,0
-13,-3,-2,-5,2,5,8,-9
11,-2,3,1,-1,-4,5,18
27,18,3,7,-2,-19,-21,-21
-6,7,5,2,1,3,3,4
30,10,-3,-4,0,3,5,9
-29,-11,-2,0,-2,-10,-8,-18
-10,-11,-2,-3,0,-1,5,2
13,5,-2,-6,0,7,8,8
-6,2,0,0,1,1,-3,-5
1,3,2,1,-3,-9,-6,-9
-3,-5,-4,-1,-2,3,6,-5
0,2,-6,-7,0,11,5,3
-26,-26,1,1,-1,2,1,15
23,6,9,14,1,-16,-13,-1
-24,17,-2,0,-3,-4,-2,-8
5,-11,1,0,-3,-2,-12,-16
-18,-4,0,1,1,-4,0,-3
-3,4,-7,-10,2,11,14,11
-4,-19,-1,-2,0,3,1,1
-7,-1,2,3,-2,-8,-3,-3
22,5,-1,-1,2,9,9,10
-2,2,-2,-3,-3,2,-4,-4
-7,-1,2,1,-1,-10,-4,-9
-2,5,-2,-2,0,15,5,11
-1,-12,0,1,0,-6,2,1
-6,-3,7,10,1,-4,-9,3
-16,18,-2,-1,-3,-2,-1,1
0,-7,0,-3,2,-4,0,-1
-3,9,1,1,-6,-8,-11,-12
-10,-13,-5,-2,-4,-4,-2,-10
-20,-6,-4,-6,2,14,13,7
4,-3,-3,0,2,-6,-4,0
-16,-5,0,1,-5,2,-2,3
79,28,3,0,-1,-3,1,3
-4,-2,-2,-1,4,18,8,16
-3,-5,1,5,0,-6,-6,-10
-12,-1,-2,-4,-1,-6,-4,-7
5,2,-4,-8,0,12,9,14
0,9,4,2,-4,-10,-7,-11
20,6,2,2,-3,-6,-6,1
5,-3,-2,-1,-2,7,9,-3
-11,11,1,-5,6,6,1,-2
7,-17,3,5,0,-5,4,18
36,10,0,-2,-2,5,3,-5
-1,14,-1,-3,-1,2,3,7
-22,-15,-4,-2,-4,-12,-12,-24
-16,-14,2,0,2,-4,-4,-6
-21,3,-2,-3,-1,-7,0,1
6,-1,-1,1,0,-12,-13,-7
-5,1,2,2,0,11,-4,-8
0,-1,-6,-3,-1,18,4,-2
4,5,0,-3,0,-4,-2,6
-12,-7,5,5,-1,-6,-13,-15
-12,6,-2,0,-5,-3,9,16
-1,-16,-3,-1,-1,-6,-6,-8
-17,-11,-1,-1,0,-2,-3,-5
14,9,1,1,1,-1,-5,-6
-11,0,-1,0,-1,5,3,10
-15,-7,1,1,-2,-10,-8,-9
16,-9,2,4,-1,2,0,0
-8,6,-4,-5,0,5,8,5
-23,-6,-2,-2,-2,-4,-2,-5
-5,-20,-2,3,-2,-6,-6,-12
3,15,1,-3,1,1,2,11
11,8,0,0,-1,9,3,-1
-23,-18,0,3,-1,-3,-8,-6
37,14,0,-1,1,-16,0,4
-5,1,2,-1,0,2,4,2
1,-15,1,4,-2,-2,-6,-11
-24,6,0,0,-1,-11,-4,-10
-14,0,-5,-6,0,9,9,10
-10,-14,1,1,-2,-13,-15,-14
15,-4,2,1,-3,-2,4,4
7,5,0,1,-3,-9,0,0
-8,0,-4,-3,-1,2,-4,-2
-20,-14,2,2,-4,-10,-6,-4
-17,-13,-1,1,1,2,-2,-1
13,0,-5,-7,2,7,3,2
-9,0,1,-2,-2,3,1,11
-5,-2,0,2,-2,-11,-8,-7
39,2,0,0,3,8,11,22
2,17,1,-3,-4,-4,-6,-6
7,3,-1,3,-1,-3,-7,-19
33,-2,-4,-3,2,14,13,16
-16,13,-2,-7,2,7,7,10
9,-12,3,5,-1,-15,-8,-1
5,-5,2,2,3,7,9,29
-29,1,-5,-6,-2,7,5,-12
-9,-9,0,1,-3,-11,-9,-6
-12,-4,2,2,-1,-2,-5,-15
28,12,-3,-8,0,9,13,12
-17,-13,2,1,2,-1,-3,0
9,6,1,5,-1,-11,-8,1
10,9,-2,-2,-1,0,5,-8
-14,3,0,-2,1,12,4,5
40,-5,1,2,-2,3,-3,2
-6,24,1,2,-1,-9,-2,-8
1,-6,-6,-6,2,17,8,15
-2,1,0,3,-4,-14,-7,-22
-32,-20,0,-1,-1,2,2,0
4,-5,-1,-3,3,6,5,1
18,8,4,5,-3,-15,0,3
-1,-8,5,7,-1,0,-7,-22
-13,5,-4,-1,-2,7,3,7
14,2,-2,-4,-1,-4,-1,3
-27,-25,0,4,-1,-1,-7,-9
3,9,2,-1,2,-3,-6,-4
1,13,-2,-5,-1,4,4,0
-13,-5,-1,-1,-3,-10,-6,-9
-12,-5,3,5,-1,6,-9,-13
-1,0,-1,-4,-4,0,4,25
-21,-1,-1,-2,-1,-10,-8,-19
7,-13,0,0,0,5,4,1
-15,1,1,-1,-2,-4,0,-7
3,4,-3,-3,-1,-3,-6,-2
-24,1,3,3,-1,-6,-10,-12
3,-2,-2,-3,0,-7,-2,6
8,-4,-1,-4,4,14,7,14
1,2,4,6,8,-5,-7,-19
-9,-8,-3,1,-16,-10,0,12
-7,0,-3,-5,3,8,4,-6
16,5,-1,-2,2,-11,-11,-14
-29,-26,-1,3,-2,-6,-5,-9
-3,18,2,2,5,-1,-2,-10
-41,-5,2,-3,-1,3,-2,-3
-4,-16,-1,-2,-4,-11,-12,-13
3,7,1,-2,1,6,9,12
-24,-3,-1,-1,4,4,-3,-1
58,2,3,6,-4,-5,-5,3
-4,1,0,2,6,-1,-2,-1
27,8,-5,-9,-3,8,11,15
-9,-8,2,0,-14,-19,-3,0
-28,2,2,2,6,-1,-8,-7
-6,-4,0,0,0,10,7,0
15,-15,1,-1,-3,-18,-8,8
14,23,2,5,6,-5,-7,-1
-23,-4,-2,1,-8,-5,2,0
-5,9,-11,-7,-4,-8,1,6
-34,-11,2,0,0,-2,-11,-10
20,-13,-1,0,3,-1,2,-6
4,6,1,-2,1,3,2,4
-5,14,1,-1,2,9,-1,14
42,1,-1,-2,-3,12,15,8
11,-3,0,1,3,-6,3,15
-1,16,-3,-2,0,6,-6,-9
-13,-22,-2,1,-4,-6,3,-2
7,-1,0,0,-1,6,4,21
-20,9,-5,-4,-3,-15,-4,3
-14,-18,-1,2,4,29,6,-2
-3,23,8,4,-2,-7,0,-3
-11,-11,-5,-5,-5,-3,-5,-13
2,2,-2,-4,5,-3,-1,-6
4,-9,4,0,6,-4,-2,-1
10,-4,1,-1,-11,-14,1,12
2,6,-3,3,4,-4,-3,-5
-12,-12,-1,2,0,15,1,0
57,16,-2,-7,-4,-3,4,12
20,18,0,-5,8,10,9,11
-1,-3,3,4,-7,-23,-13,-12
29,3,-2,-1,0,1,-5,3
-11,-2,-4,-8,1,3,9,0
-25,-19,3,2,-4,3,-6,-6
-23,-8,3,0,-4,-13,-11,-14
15,5,-3,-4,4,20,14,11
-1,-7,-1,1,-6,-13,-5,-11
6,-2,1,0,-3,-10,-8,-3
-28,-1,-5,-3,0,13,6,-9
-3,-9,-3,-3,2,20,11,3
-4,23,11,8,-3,-26,-16,2
-21,-1,-3,0,1,14,-2,-15
21,21,1,-2,6,10,0,-1
21,-4,3,3,-4,-26,-11,-5
-26,-8,0,3,-2,14,-5,-16
15,-1,-3,-2,1,-23,-7,1
-17,-5,-6,-6,3,0,3,10
-21,-10,2,1,-7,-6,-6,3
24,2,-3,-2,-1,1,2,3
-19,-12,0,-1,-5,-4,-2,-3
-19,-14,3,4,2,6,-2,-10
7,3,-2,-4,-1,-5,0,-1
-20,-3,-1,-1,-1,3,9,20
7,-6,2,0,4,2,-3,-6
-20,-1,0,6,-7,-24,-13,-7
-21,-13,-4,-5,-1,22,13,2
16,23,0,-4,1,-5,-5,-8
-23,1,4,6,1,-5,-3,6
23,-2,-1,0,18,8,3,-2
-29,-9,3,0,-18,-6,-8,-11
0,-6,-3,0,7,-21,-12,-19
-9,-9,0,2,-2,18,0,-5
21,3,1,-3,-14,-10,2,13
-22,12,0,-3,8,9,-3,-6
-5,-5,1,1,-2,-7,-1,-6
19,16,-3,-6,0,3,6,-1
-28,-7,1,0,0,1,-12,3
8,-6,1,2,0,-8,-4,-12
-9,-12,-2,-1,-6,-6,-1,0
-7,8,-1,-1,4,9,7,-3
-41,-17,-3,0,-2,-12,-4,-17
36,12,2,0,-1,-7,-1,18
-45,0,-1,-2,1,13,-4,-3
38,-3,-2,-2,-10,14,0,-7
-3,1,1,2,-4,3,-7,10
3,20,2,-6,9,4,11,12
9,-16,-1,0,-3,-5,-10,-14
-15,-6,-4,-3,-4,-16,-1,6
-2,16,3,1,5,21,4,-8
5,-12,-2,-1,-9,-3,0,-5
15,-8,0,1,3,6,4,3
-13,1,-1,2,-2,-2,-2,1
-12,-6,0,-1,6,-5,2,7
24,-9,-1,2,2,-7,-9,-4
-20,16,2,0,1,-5,-3,4
-11,-17,-3,-2,1,1,3,-5
2,-3,-3,-3,-12,-20,-1,-1
-3,-11,1,4,9,18,-13,-13
-17,4,-2,0,-5,0,6,11
8,-1,-2,-3,3,-8,-1,3
52,12,6,4,3,1,-11,-3
7,-6,2,0,4,2,-3,-6
-20,-1,0,6,-7,-24,-13,-7
-21,-13,-4,-5,-1,22,13,2
16,23,0,-4,1,-5,-5,-8
-23,1,4,6,1,-5,-3,6
23,-2,-1,0,18,8,3,-2
-23,-8,-2,3,-5,-8,-3,-1
4,-7,-6,-5,2,7,2,2
-1,-5,0,-3,2,-3,-4,7
9,2,-1,-2,-1,-1,1,-7
7,3,0,-5,-1,4,13,-12
26,13,-1,6,0,-9,-6,22
10,-6,-2,-1,5,1,1,-5
6,-1,2,-1,-4,23,15,5
-6,3,-4,-5,5,3,-7,-4
-14,-12,0,-1,-3,-7,-4,-11
0,2,0,-1,-5,-2,1,-8
5,5,0,0,3,-19,1,9
-29,-4,2,9,-4,-2,-16,-7
6,-7,-1,-2,1,5,8,-2
23,8,2,-1,0,-1,13,46
-12,-2,-4,-1,-2,-7,-8,-19
1,-1,0,0,-3,-9,2,-8
-26,-11,-1,-2,-1,6,9,4
-3,-4,-1,-2,-2,3,-7,-13
28,-9,0,2,2,-2,0,7
9,26,7,7,-7,-16,-13,7
-20,-11,-4,-1,3,4,1,3
-30,-7,2,2,1,-7,-10,-35
-20,-10,-4,-4,-3,7,1,4
11,2,-6,-7,5,9,12,2
8,4,2,-1,-4,-13,-6,-6
3,4,3,1,-1,1,-2,0
2,3,-3,-3,1,3,2,-6
-23,-13,-8,-11,-3,4,11,15
90,25,13,14,4,-4,-6,15
8,-7,-4,2,-3,-8,-3,-3
-21,20,2,-4,-1,1,2,-10
-4,-14,-1,0,2,-8,-8,-10
-11,-7,0,-3,-1,6,4,-6
11,5,-1,-3,2,12,11,16
-16,-12,2,3,-3,-11,-12,-9
-15,-5,-1,-1,0,-4,0,-9
-28,-38,-16,-17,-3,0,1,-17
22,42,30,24,12,7,-5,23
-99,-27,-1,12,-11,-14,-6,-29
-2,-8,-4,-4,1,8,5,2
-25,4,-4,-7,-2,-6,-4,-10
32,-22,-14,-14,-2,3,2,-10
32,20,4,0,2,6,3,15
7,10,3,4,5,2,-3,1
-15,-8,2,-1,-5,-1,-3,-7
-10,-3,-1,-1,2,-1,-5,-10
-1,-5,-5,-7,-2,3,4,19
16,9,1,0,0,5,-2,3
-51,-10,6,11,-2,-14,-11,-3
-5,18,1,3,-5,-3,5,0
6,-4,-4,-4,4,1,-2,-2
-24,-17,-1,-3,-1,-3,-1,-8
15,-2,2,4,-4,-1,-5,2
-19,0,-5,-7,6,3,-2,-8
-8,-11,-2,-8,-2,-3,-3,-4
-3,-4,4,6,0,-4,-5,-8
-13,0,-7,-6,-10,3,14,19
4,20,6,6,-3,0,-15,8
-44,15,1,5,-1,-1,-5,-23
11,-22,4,4,-3,10,7,23
-4,12,-1,-2,6,5,-5,-16
-32,-31,-8,-9,-9,-7,-2,-11
20,4,2,1,2,0,-1,-2
-10,8,-2,-2,6,-4,-2,-2
-9,-19,-1,-1,-1,-1,-2,-16
20,10,1,-2,-3,-6,2,12
22,14,0,0,3,5,2,7
-17,-5,-3,-1,-6,-11,-14,-18
-12,-6,6,7,-2,-14,-14,-4
9,-16,-5,-2,4,-6,-4,-2
-2,9,-3,-4,-2,7,1,7
-34,-11,1,1,3,-11,-4,-13
13,9,3,2,-1,5,0,7
-23,-9,-6,-6,1,4,-2,1
3,-16,2,0,-3,-8,-2,10
7,-3,1,2,-3,-4,-2,-11
-7,1,-4,-1,0,5,7,22
-17,-4,-2,-3,-3,1,4,-6
-11,-9,2,3,2,-10,-11,-4
13,4,0,-3,-5,4,3,1
4,0,-4,-8,4,9,8,-1
55,-8,6,9,0,-7,-5,5
-3,17,2,4,-2,1,-1,-6
11,16,-2,-4,0,-1,5,7
-23,-19,-1,-1,1,3,-8,-19
-17,-6,-2,-2,-3,2,1,6
25,-5,-1,-2,2,2,0,-1
-34,-4,-3,1,4,-6,0,-6
25,18,4,2,-5,-10,-14,-8
-42,-8,-4,1,6,18,4,-9
-3,0,-1,-4,-4,11,10,0
12,-6,5,5,3,-13,-12,3
1,3,2,6,-10,-11,1,10
-18,19,0,-5,0,5,6,-3
7,-8,-1,-1,1,-4,-2,1
-19,-7,-4,-1,2,4,-1,-3
28,7,-3,-4,3,12,12,9
-8,-4,0,0,-5,-11,-8,-12
-13,-14,0,1,-4,0,-5,-3
4,6,1,-2,0,-2,0,-6
7,5,0,-2,2,0,-3,0
-43,-29,-2,-3,-3,-1,3,-27
102,19,5,3,5,-9,-2,44
-11,1,0,3,-2,4,0,-9
26,13,2,2,-1,-11,1,10
-18,-9,-2,3,-3,-5,-6,-15
-11,-9,-5,-9,-1,12,5,-5
9,-1,-2,-5,-2,0,-1,5
-6,-8,3,2,1,-10,-9,-7
7,3,-2,-1,1,5,5,5
-7,4,-2,-1,-3,-6,-7,-6
-12,0,1,3,0,-6,-6,-3
-26,-13,0,-1,0,-1,0,-14
-14,-10,-6,-8,-1,6,2,10
-1,18,11,11,1,-28,-23,-13
-26,3,0,-3,-2,18,-1,-1
2,8,-1,0,2,6,9,7
-18,-8,0,1,3,-9,-9,-11
-29,-25,-6,-5,-4,-1,4,-8
14,2,-2,-6,4,-1,6,9
1,-3,-1,-3,-5,0,-5,-2
8,4,4,3,-1,-5,-5,0
-16,-4,-1,0,0,9,6,-6
7,2,-3,-1,-1,1,-1,1
-16,-8,-1,-1,1,0,-6,-7
18,19,1,-1,-1,-7,-2,1
-44,-35,-9,-14,0,14,8,-6
43,25,8,9,4,-22,0,21
-48,-11,3,12,-10,-11,-10,-10
5,28,1,-1,3,11,12,15
-13,-6,-4,-2,-1,2,5,6
-16,-25,-5,-8,-1,5,0,-6
10,-3,-1,-3,3,-1,-2,1
11,4,-1,-2,-4,-3,-1,1
-13,-6,-1,0,-3,0,-2,-10
-7,-8,2,5,2,-8,-7,-6
19,19,-3,-6,3,9,8,14
-13,-14,-1,-1,-3,-8,-12,-12
-14,6,-5,-3,4,6,2,-4
-1,-26,0,0,-7,10,-2,-13
28,43,6,4,-3,-14,-10,16
-36,-16,2,3,-3,-12,-9,-8
8,6,3,2,0,-4,-1,-2
-24,0,-8,-10,-1,6,3,-2
-17,-29,-5,-8,2,4,2,-13
15,-3,3,6,-2,-11,-8,4
8,17,0,-3,0,5,4,4
-7,0,-2,1,-4,-3,-6,-9
-5,-12,0,1,0,-4,-3,-16
20,8,-4,-4,1,3,5,22
-43,-2,4,3,-2,1,7,-1
9,-5,-1,4,-3,-12,-12,-12
15,7,1,10,2,-6,-8,3
-1,4,-4,-3,0,2,0,-11
-11,-2,1,0,-1,-3,-6,1
-11,4,3,-1,0,-2,1,8
-3,-3,-7,-10,4,9,15,8
-14,-14,3,-1,-5,-4,-8,-11
11,-7,1,4,-3,-11,-11,-2
1,14,-1,-2,0,3,6,0
0,-11,-3,-6,1,6,2,-3
3,-6,3,2,1,-6,-1,5
4,-3,-1,3,4,15,-2,-4
28,14,8,5,-6,-5,1,13
-30,-20,0,4,6,-3,-2,-6
-8,7,-1,0,-7,6,3,-8
4,-12,-6,-4,-1,-6,8,22
-13,-9,-3,-2,0,4,-9,-20
-4,-2,2,1,-1,-4,-1,-8
-2,-5,-2,-1,3,1,2,6
7,-1,-2,-6,-4,-7,-3,-4
-10,-4,0,3,2,1,-4,-1
13,4,0,1,-2,1,1,5
15,0,-2,-1,3,3,3,-4
-6,10,2,2,-3,-5,-8,-6
9,5,1,0,-1,-4,2,6
-2,2,-3,-8,1,5,5,3
4,5,0,2,0,0,-4,0
-4,-6,1,3,3,-4,0,-1
-5,6,-4,-4,0,6,6,-1
-11,-14,-5,-6,1,-9,2,1
44,6,4,3,-3,0,-8,5
-2,35,8,5,-1,0,-5,-1
-15,-13,-7,-4,1,8,11,1
51,13,3,1,-2,3,-1,16
-34,-11,-4,-3,2,5,8,-3
23,-2,-2,-4,2,0,4,11
-33,0,-3,-1,-7,-13,-7,-6
34,-7,3,5,1,-2,-6,6
-5,7,0,2,-2,-7,-3,-6
-2,-4,-1,-3,1,4,-1,-1
-25,-14,-2,5,0,-12,-8,-11
-5,13,1,-5,-1,7,7,3
-6,-7,-2,0,3,15,8,4
4,-12,0,0,-1,4,-2,-9
-1,4,2,0,1,-4,4,9
8,0,-1,-1,1,12,-2,-1
4,9,0,-2,0,-1,-2,-8
-8,-10,1,3,-1,-14,-1,6
4,-4,-2,-3,-1,10,1,-1
-54,-5,-1,-2,-2,-5,-11,-16
-11,-15,-2,1,-5,-20,-13,-8
-22,-17,1,1,-4,-5,-8,-15
18,26,2,-2,2,-16,-3,10
-40,-10,1,3,-5,-11,-9,-22
-12,-9,-1,-2,-3,-5,-3,2
5,12,-1,-3,3,-3,5,-7
18,-10,0,0,0,-1,-3,-3
-26,-4,0,0,-2,-17,-5,-3
19,-3,-1,-5,1,11,7,-5
-7,-2,-4,-3,-2,-2,-1,15
12,6,8,4,2,0,-3,-4
-10,2,-3,3,-1,-2,-1,-6
-7,-10,-4,-3,0,3,2,4
-23,3,4,3,-2,-10,-13,-14
-19,-17,-2,1,-3,-8,-9,-11
6,2,-4,-3,-4,10,7,6
3,0,2,-1,-2,-8,-11,-10
-22,-15,-2,-4,0,-3,1,-2
35,20,0,-1,-1,4,5,21
-17,-2,5,4,-2,-17,-13,-22
-8,-2,1,3,-1,-4,-4,-4
10,-3,-1,0,-1,2,-1,-7
-32,-3,-7,-9,-2,12,4,-5
0,-8,2,3,2,-3,-8,1
23,11,5,6,-1,-13,-3,3
20,26,-4,-7,4,27,15,8
-9,-21,2,3,-2,-22,-19,-8
-13,8,-1,0,-5,21,7,2
33,6,0,-2,3,11,14,35
-27,-5,-3,-1,-2,-7,-5,-11
-9,-19,2,3,-1,-12,-11,-16
1,6,-3,-3,1,3,4,3
-7,2,-3,-6,0,-3,-1,4
8,1,2,2,-4,1,-10,-13
14,9,0,0,2,9,10,10
13,-8,-1,-5,1,-3,4,9
-30,-11,1,2,0,0,-2,-12
-2,-8,1,4,-3,-11,-7,-10
3,-8,-2,-5,-1,14,7,4
-11,15,1,0,1,-3,-4,-5
-10,-1,-2,1,-2,-10,-7,-7
13,0,-1,-4,1,3,8,9
5,-4,-2,-3,0,3,2,0
-25,-26,-4,0,0,1,3,-4
0,14,3,-2,0,2,5,11
57,17,7,8,0,-11,-5,14
-50,3,-3,2,-2,7,5,-3
-8,-7,-1,1,-4,-6,-3,-7
-15,-5,-7,-5,2,17,11,8
7,1,0,-3,-1,-3,-7,-8
16,3,1,2,1,-10,-5,0
11,0,-2,1,-1,-1,7,4
3,-1,-4,-6,-2,2,0,-16
-16,-22,-2,-1,-1,0,4,29
33,13,11,9,-4,-3,-12,-14
3,18,-1,-2,0,-7,0,-3
-14,2,3,3,-1,-1,-11,-13
-9,3,-4,-2,1,-8,4,-2
-7,-7,-4,-9,0,15,12,7
18,2,2,-2,1,-1,-4,3
-5,0,4,4,-6,-10,-6,-9
2,-10,-5,-1,0,5,6,-2
-8,3,-1,-2,5,-3,0,3
-19,-17,2,-1,-3,-7,-10,-10
47,7,-3,2,0,-10,0,-2
-9,-14,0,-1,-1,12,4,13
14,38,9,9,2,-7,2,10
-25,-4,-2,4,-2,-7,-6,-3
1,0,-2,-8,1,5,9,7
-5,-8,-4,-4,0,-2,-5,-21
-7,-13,-3,-2,-3,-5,-3,-5
15,-4,0,-2,0,4,4,7
-19,0,-2,-2,-2,3,-3,-2
0,1,3,3,-5,-11,-11,-21
-28,-12,-3,-4,3,7,0,5
51,14,2,1,-2,-13,-5,12
-48,-14,2,6,-5,-20,-13,-12
-3,4,0,0,-3,3,-14,-14
-3,-2,-6,-6,-2,-4,12,3
-17,-12,0,-3,0,-4,-11,-13
16,1,4,5,1,3,2,7
-19,-5,0,-5,2,1,3,8
-19,-21,-9,-4,0,-2,1,-9
-12,17,7,8,-2,-15,-15,-10
-31,6,3,4,-1,-4,-3,0
19,18,0,-3,4,7,-1,-3
-27,-18,1,3,-6,-6,-13,-10
-21,-11,0,-1,-1,-12,6,2
8,9,-4,-7,5,57,17,9
-13,-14,-2,0,-3,1,-1,1
9,-4,3,5,-3,-15,-15,-5
5,8,-3,-5,2,17,10,3
4,-3,-4,-5,0,-22,-2,6
-4,1,4,5,0,-12,-5,-7
26,2,1,0,-1,1,-1,12
1,-4,-4,-4,0,13,7,-1
10,-14,-2,0,-4,-8,-12,-8
-27,-6,-4,0,-3,-4,1,3
7,13,-1,-2,3,8,3,-1
23,-7,-1,2,-2,-5,-8,-5
0,-13,3,2,0,-12,-4,0
18,14,1,-2,-2,-2,3,0
-8,0,-3,-4,1,6,2,-4
21,9,1,4,-2,3,-4,9
-30,-17,-1,1,-2,-1,4,1
34,5,-4,-7,2,8,5,8
-5,-3,1,-1,-3,-1,-1,-7
23,-4,1,-1,2,4,3,8
-9,2,-2,-5,0,7,5,2
14,-1,2,2,2,-1,-2,0
-12,17,4,8,-3,-12,-10,-13
9,-3,-6,-6,-1,18,16,16
31,5,4,0,-1,-6,-1,5
-22,-15,-1,3,-2,-5,1,-2
-26,-7,1,-3,2,6,-3,-20
8,9,-1,-2,-3,-23,-6,8
-32,-11,1,5,-2,-7,-17,-28
-15,-9,-3,0,-1,-15,2,-7
14,8,-2,-4,1,10,7,15
-34,-11,1,1,2,-2,1,-12
14,0,0,-3,0,-13,-10,-9
4,-8,-2,-6,3,11,1,1
-5,-6,3,4,0,-5,-8,22
-48,-3,-1,4,-3,-3,-12,-30
22,-1,-1,0,-3,-5,3,16
9,24,-1,-4,0,10,3,1
12,-15,-2,-1,2,-2,3,2
-8,-12,0,3,-1,11,-7,5
2,14,-2,1,1,-2,2,-8
-54,-13,-2,3,-3,-3,-10,-19
23,-3,1,0,-1,-5,1,7
26,9,0,-2,0,-2,5,10
-43,-5,0,-2,1,0,-7,-14
5,-3,1,4,-3,-9,-7,-5
3,-3,3,2,-2,-3,-2,1
-3,0,0,0,1,10,-6,-6
-9,2,-4,-3,1,0,-3,0
23,-1,-1,-1,-1,-9,1,2
-22,3,-4,-7,-1,8,7,-5
-15,-2,4,2,0,-5,-2,4
-32,-19,0,7,-3,-13,-10,-9
29,20,0,0,-2,-2,1,-3
-6,-21,-3,-2,-2,-7,-3,-4
-16,6,-2,-3,0,-8,-9,-10
6,21,3,1,2,7,1,3
-36,-13,-1,-4,1,3,-4,4
-21,-2,1,2,-2,-5,-9,-14
19,-8,1,2,-2,-23,6,8
-4,2,0,-3,-4,-1,-8,-9
20,-2,1,-2,1,8,3,16
14,8,5,5,-1,-7,-4,-2
-6,5,-5,-5,1,20,17,5
13,-4,0,-5,-3,-5,-5,4
-13,-5,5,5,3,4,-7,-4
35,6,0,-2,-2,2,0,-1
6,1,1,-1,2,9,7,8
0,20,2,2,-1,-7,-2,-8
2,-8,-1,1,-3,-4,-1,4
-11,0,-4,-7,1,2,8,5
-14,-3,2,0,-2,9,-10,-19
9,-6,-2,-1,1,10,10,11
12,10,1,0,1,3,2,1
-34,-5,-3,2,-2,-4,-2,3
29,-1,0,1,-4,-1,-2,-8
-4,-6,-2,-4,-3,7,9,16
-15,7,1,-2,-3,-2,-2,-3
3,-9,0,-1,0,-11,-9,-17
-33,-15,-4,-3,1,3,-1,-2
32,8,0,0,3,2,7,9
-15,-12,-3,3,-1,-10,-5,-15
0,7,2,0,-6,-23,-12,8
1,10,0,2,-2,-15,1,3
-27,-16,-5,-3,5,18,-3,-12
-19,-4,1,0,-2,-7,3,-4
3,3,-4,-3,0,6,2,5
21,-3,-2,-5,0,2,3,10
-3,6,1,1,-3,-14,-5,-21
-13,-15,1,0,2,6,5,10
39,19,0,2,0,-4,1,0
7,11,2,2,-4,0,-6,-4
-7,-12,3,0,-1,-4,-1,0
-4,10,-6,-7,2,10,9,7
-19,-15,-2,-2,1,7,-2,-5
1,-2,2,5,1,-11,-5,-3
-5,2,-5,-1,0,1,3,1
13,-4,0,-6,2,2,-3,3
16,-10,3,3,-2,-2,-4,-3
-19,22,1,1,-3,-12,-6,-6
-15,-34,-2,-3,0,9,5,7
32,20,4,6,-3,-10,-14,-3
-27,4,0,0,3,8,3,-9
-9,-6,-2,-9,2,9,10,-1
-17,-2,-3,-1,0,-10,-10,0
-11,-19,0,0,1,-1,-1,-1
36,11,0,-3,2,12,8,13
-5,7,0,2,-1,4,-6,-2
-14,-1,3,2,-4,-6,-3,-6
6,-4,-1,4,0,-3,-5,-8
-39,5,-1,-3,0,1,0,4
3,-24,-1,-3,1,-6,-1,5
-2,1,3,3,1,-1,-2,3
-5,4,-4,-4,-2,20,8,-3
-6,-10,-1,-1,1,-9,-6,-15
-20,13,-3,0,-1,-2,-2,2
9,0,5,4,-1,-6,-4,3
-22,-7,-1,-1,-2,-17,-10,-10
-6,-9,0,4,-1,13,1,-5
33,6,-1,0,1,6,-3,3
9,16,-2,-8,-2,0,0,6
-7,-10,1,0,1,-5,-6,-3
2,4,0,4,-3,-9,-9,-7
-35,-18,-3,-3,-4,-23,4,1
27,10,-2,-1,5,16,-2,6
-14,0,7,7,-5,-30,-3,1
34,6,-1,-5,3,23,1,0
15,11,-3,-3,-1,-17,3,-3
-29,-29,2,2,-4,-3,-3,-14
-5,-10,-3,1,-3,-6,-9,3
-17,13,0,-4,1,-11,9,20
30,-7,5,0,2,-7,-16,-7
28,23,1,1,-2,-16,-8,-6
7,37,-5,-9,1,10,13,5
9,-27,2,2,-7,-27,-17,-5
-15,-11,3,4,1,13,0,-2
-1,5,-3,-1,1,-7,7,3
20,-29,-5,-6,0,16,5,-2
26,47,11,7,2,-12,-5,6
2,10,0,-1,-2,8,2,-1
-7,-9,-3,-4,2,6,9,5
-21,7,2,-1,-2,-12,-6,-5
-29,-25,-3,0,0,3,1,-8
