emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
13,8,5,-2,4,-47,-55,17
4,3,7,17,3,1,-31,-3
-6,-7,-5,-12,-2,55,63,5
-5,2,-2,2,-3,-10,-55,-9
1,2,4,2,3,-5,-5,-11
-5,0,-2,-4,1,-37,-77,-14
-16,-18,-16,-8,-11,23,86,-19
3,2,4,9,-4,-57,-51,9
4,1,1,-5,-5,33,-11,-6
-17,-17,-10,-6,-5,-13,17,-3
2,8,0,1,4,-16,-33,11
-3,-4,0,-3,-6,-10,-53,-5
0,2,2,1,5,30,60,23
29,21,28,14,-3,-102,-128,-7
-40,-24,-22,-11,-1,45,3,-68
-1,1,-7,-4,6,49,-44,25
-5,-1,-2,-8,-11,-32,-84,-16
26,16,15,21,16,12,-30,28
14,9,13,4,-2,-35,-19,7
-10,-7,-4,-2,-10,-47,36,-20
-1,-2,-7,3,12,46,29,3
-3,-1,-5,-8,2,6,102,1
-3,-7,-5,-4,-10,6,-20,-3
-3,-4,2,-1,-1,1,21,-4
52,21,25,20,18,58,-47,98
-88,-49,-53,-48,-49,-50,110,-79
9,8,7,7,2,-13,-114,33
9,5,8,10,6,18,-34,15
-3,1,2,2,4,-3,13,-7
17,11,9,8,13,4,-59,14
11,4,7,1,0,3,20,1
4,5,4,5,4,-14,74,-3
-50,-40,-38,-39,-36,0,45,-74
2,2,-6,-2,3,6,-3,7
2,3,6,4,-4,-59,-41,-4
5,2,2,5,3,16,-38,5
-4,-2,0,0,0,15,55,-8
13,7,8,5,10,13,-19,21
1,1,-1,2,2,11,-9,-2
41,27,28,19,10,-68,-29,48
-46,-33,-34,-26,-15,26,47,-53
-23,-11,-14,-27,-9,27,-42,-33
14,6,11,30,4,-2,-56,11
-1,2,5,2,5,23,-31,-13
14,7,10,5,-5,-38,72,28
13,7,4,8,9,26,-9,30
-2,3,1,-8,-4,-10,-35,-11
-9,-11,-11,-8,2,55,35,-11
4,9,7,12,9,10,-49,-5
24,0,1,-3,-7,13,22,72
-39,-12,-15,-15,-13,-66,23,-46
-1,-3,-6,-1,-6,-23,-53,20
-7,-3,-6,-6,3,23,-32,-7
20,17,18,17,4,-89,-17,18
12,3,3,2,5,59,3,16
-22,-16,-18,-17,-11,11,45,-22
4,6,3,5,-3,-52,-44,-2
2,3,3,13,13,43,-11,-8
21,18,21,9,19,-21,-39,18
-41,-42,-38,-19,-23,84,115,-17
-18,-7,-11,-20,-20,-31,-110,-27
5,3,4,8,10,19,41,-3
2,3,0,-1,7,15,-33,7
20,13,11,4,4,-18,-18,18
4,3,1,8,5,-1,0,8
-13,-8,-8,-7,-7,10,4,-19
7,2,1,3,-3,-17,-2,15
-2,3,4,0,1,-5,-17,-14
-7,-4,-5,0,-3,-7,21,-3
19,19,21,9,10,-67,-128,2
-9,-24,-14,-3,-9,34,-49,30
-41,-12,-22,-20,-25,-85,-128,-103
3,-1,-2,-7,10,33,9,2
-2,2,7,15,1,-26,-38,1
11,7,9,0,0,-26,-1,7
2,-2,1,1,2,7,13,16
3,1,-1,2,-1,-21,-4,2
0,-2,-1,-1,5,44,3,-1
-3,-3,-5,-5,3,7,38,-8
43,32,39,31,7,-77,-76,61
-19,-17,-19,-14,-1,21,96,-18
-31,-16,-19,-15,-21,-16,-9,-39
2,0,-1,0,2,5,19,6
10,5,5,-1,4,13,0,11
24,12,11,5,11,29,57,41
-2,-3,-4,8,1,14,2,4
-6,-3,0,-12,-11,-60,5,-25
1,-3,2,13,5,37,15,1
-5,0,4,4,-2,-24,-54,4
13,8,1,0,2,-33,-23,20
-34,-23,-24,-21,-9,90,49,-41
-2,-4,-7,-7,-3,-54,-42,8
-5,-4,1,-1,-8,-12,-19,-15
10,8,8,6,5,-25,-31,0
16,10,7,9,7,11,-40,21
-13,-7,-7,-6,0,47,38,-10
-7,1,-1,5,1,-34,-33,-14
39,16,17,-8,7,10,-66,62
-35,-17,-14,11,-5,56,-42,-56
-31,-13,-15,-17,-3,12,42,-37
14,6,2,3,0,-8,-80,20
4,3,1,5,10,26,-30,3
14,6,8,0,4,-11,3,17
1,2,0,1,-7,-38,-40,4
-8,-2,4,9,1,26,11,-14
0,-6,-1,-5,4,16,0,-4
16,18,10,10,-1,-109,-66,23
-12,-20,-16,-16,-8,95,95,-9
-10,-1,-5,-11,-18,-86,-11,10
-5,-4,-8,11,4,40,36,8
0,6,8,0,-2,-44,-65,-26
17,6,8,7,7,12,-27,25
1,1,2,2,-2,-9,-37,-3
-7,-9,-6,-8,-5,9,127,-7
10,6,1,-1,2,13,-43,16
-2,-2,1,3,7,-17,3,7
-11,-4,-6,-5,-3,37,-16,-31
4,5,6,7,-1,-27,10,6
-12,-8,-7,-4,-3,8,-19,-16
2,3,-2,-8,-3,6,-3,1
6,1,-1,9,6,5,2,13
-7,-1,-3,-5,-7,-32,-14,-10
5,1,4,2,0,14,6,5
9,9,10,8,10,-25,5,15
0,-7,-1,-3,-10,-18,36,-20
-17,-9,-9,-7,-1,33,0,5
-15,-8,-19,-5,-9,18,30,-23
4,3,4,-1,3,-8,9,0
21,13,14,9,12,12,-4,29
-5,-5,0,3,-5,-16,-15,-20
7,-1,-1,-1,4,21,55,25
-3,2,-3,0,-4,-10,-11,-8
-5,-4,-4,-2,0,-5,-27,-7
27,21,22,17,16,-3,-95,31
-43,-31,-29,-33,-20,23,88,-53
2,0,-7,8,3,4,-34,1
3,2,7,-1,0,-5,-14,4
-11,-9,-13,-5,-1,36,17,-9
27,16,17,11,12,-8,-41,36
-3,-3,-2,-3,-6,-16,11,-2
-9,-4,-6,-3,0,28,37,-4
3,0,1,0,-2,2,-5,-3
6,3,4,1,-1,-21,0,8
-5,-6,-7,-2,-3,8,30,-7
8,9,12,14,16,-4,-62,8
6,-8,-7,-1,-4,-38,-33,38
-30,-8,-4,-2,-7,13,71,-60
3,0,2,-9,-1,-10,-38,14
-4,-2,-5,-3,-6,-3,-10,-12
6,5,2,-1,5,18,28,5
11,4,2,4,3,-7,-10,19
1,0,1,3,1,-7,-10,-4
2,1,-1,-2,2,11,-2,3
-10,-5,-3,1,-5,3,10,-20
11,6,2,0,0,-11,-19,24
-8,-1,-2,0,2,19,-4,-15
1,-5,-2,-1,-5,-18,24,19
-1,10,11,4,6,-43,-112,-22
-19,-29,-24,-13,-13,86,61,9
-5,4,-2,4,5,8,-34,-8
-9,-7,-10,-13,-14,-54,33,-23
-9,-6,-5,-3,-8,-34,18,-16
26,17,21,14,14,3,-72,33
6,1,0,0,4,7,10,9
-6,-3,-4,-1,-3,19,20,-3
-5,-2,1,-4,-2,25,11,-7
12,5,3,3,4,-38,-6,8
0,-3,0,-5,-5,7,-9,-10
31,13,7,11,9,-15,41,76
-68,-35,-37,-26,-29,-30,-44,-90
-3,-1,2,8,1,24,49,9
-6,-4,-2,-6,-9,-23,-3,1
9,6,9,1,7,31,-24,12
20,8,7,5,4,12,-36,15
0,0,-3,-4,-4,-14,30,1
-3,0,2,3,2,-6,-9,-13
0,0,-2,0,0,11,-3,-14
37,21,26,20,17,-18,-89,44
-49,-29,-39,-30,-21,54,90,-61
0,1,-2,-1,-4,-19,-40,3
-7,-3,6,7,8,0,-44,-6
5,6,3,-1,-2,18,8,3
22,6,10,7,6,-8,36,34
-3,0,-5,-5,-1,21,0,-1
-17,-8,-12,-7,-10,-5,-7,-26
15,5,10,9,8,19,123,24
1,-2,-3,-3,-2,-13,-80,5
-8,-3,-5,3,1,37,51,-12
2,1,-1,-3,-2,-42,61,5
5,2,3,0,5,37,-9,11
0,3,4,1,-3,-31,-27,8
-1,0,0,2,0,-20,-72,-3
10,0,7,2,5,18,49,13
-6,-6,-23,-6,2,11,-66,-20
3,10,3,-14,-1,-14,86,7
-2,-2,7,23,-2,-23,-68,2
6,3,-2,-8,-5,18,47,4
2,1,0,-1,4,2,0,19
-9,-6,-2,4,1,0,44,-27
7,2,0,-3,1,-19,60,10
4,1,0,-7,-2,-40,-128,0
-12,-12,-5,4,-2,-4,41,-13
10,6,4,2,7,21,-73,27
4,6,5,-3,-2,-7,4,6
-12,-4,-4,1,-1,27,-6,-22
-2,-3,-6,-13,-6,-12,-18,8
12,11,13,13,2,-37,-51,3
0,-3,0,1,-1,-26,55,-5
-8,-10,-12,-9,-2,61,-37,5
-14,-5,-5,-15,-8,18,127,-18
4,4,2,17,1,-47,-56,-2
11,3,5,-4,11,24,-40,19
5,-1,4,12,1,5,104,24
-30,-8,-13,-15,-14,-40,-69,-78
6,-3,1,-1,2,21,-2,19
4,4,0,-3,4,1,-65,-2
1,1,7,9,6,-7,-1,4
-6,-5,-4,-5,-9,8,61,5
2,3,3,6,5,-12,-57,1
6,1,1,-2,-5,1,5,-2
-6,-4,-4,-4,-2,1,23,-10
4,2,6,5,6,25,-56,29
3,1,3,0,3,18,102,-5
-3,4,-8,0,1,-6,-60,-8
-14,-22,-15,-17,-10,35,98,-14
7,4,7,11,-2,-23,-69,-1
12,9,11,5,9,-23,-94,8
-15,-14,-12,-12,-9,34,62,-10
-2,5,-1,-5,-7,-34,58,6
4,3,2,-1,4,-41,-50,-1
9,3,-1,6,7,39,-95,13
-3,-4,1,-2,-5,0,127,11
-9,3,-2,2,-2,-21,-66,-19
3,-5,2,-1,2,21,36,8
3,6,4,4,5,-22,-3,2
18,6,9,7,14,22,-19,33
-38,-21,-26,-18,-19,-11,-7,-44
7,4,5,10,10,21,-13,12
-5,-4,-2,-4,-8,-35,-23,-9
11,9,9,0,5,-17,-7,8
9,4,4,14,9,8,-55,5
-2,-2,0,-1,-8,-4,58,1
-3,-1,-7,-6,-3,-28,-32,2
-8,-6,-4,-5,-5,40,46,-17
6,7,5,2,9,-13,-85,3
-5,-6,-3,-3,-4,11,38,1
7,2,0,0,-1,13,-32,6
0,-1,-1,8,-3,-27,6,-3
-1,3,1,-4,7,19,-8,-1
10,7,6,7,7,20,5,3
7,0,4,-3,3,3,22,16
-31,-15,-20,-8,-18,-54,21,-37
15,8,15,6,6,2,-78,24
-9,-6,-7,-9,-9,-12,-6,-30
-1,5,5,2,3,5,1,-17
3,-4,2,-2,6,2,-4,10
6,1,0,0,-6,-16,6,4
27,16,20,9,19,-35,-90,42
-49,-37,-43,-30,-41,-14,84,-56
-16,-5,-4,-7,-7,82,57,-2
10,8,3,-2,8,24,6,31
0,3,1,11,-2,-14,-38,-8
19,8,17,11,17,12,-11,25
4,-1,-1,-4,-3,-28,-25,5
-12,-5,-6,-7,-7,-4,15,-34
2,-1,-5,-5,1,34,67,18
28,24,26,26,22,-64,-128,28
-38,-25,-23,-15,-20,-44,72,-58
6,7,1,3,8,28,-54,14
-3,-4,-3,0,-4,-12,-52,3
1,1,-1,-1,-2,11,30,0
14,11,12,3,8,-3,-69,9
3,-2,1,5,-2,-8,22,2
-9,-6,-9,-10,-6,-2,55,-11
-9,-6,-4,-4,-4,33,18,-11
9,6,6,4,7,11,-19,18
23,17,21,16,11,-16,20,24
-36,-28,-31,-36,-7,94,108,-40
-1,1,0,12,-1,-3,-13,11
1,-4,-5,-9,-7,41,47,0
-3,5,9,10,1,-41,-53,-4
9,11,5,4,4,-20,-60,8
-5,-14,-9,-17,-3,7,-7,-4
7,3,7,14,5,-12,-15,2
-4,-5,-10,-5,0,-1,-14,-1
19,15,19,17,18,76,-8,17
-35,-41,-41,-41,-35,38,44,12
-33,-4,-3,-2,-14,-72,6,-67
2,-1,0,-11,-2,2,-51,2
0,2,0,16,-2,-17,-20,0
22,19,21,12,16,-8,8,18
9,2,1,-4,5,-7,-47,23
-15,-12,-11,0,-2,37,43,-20
-3,-1,3,-1,-3,-48,34,3
-1,6,6,4,-7,-24,-14,-9
6,5,3,2,4,7,-29,13
0,-5,-3,-5,0,42,-58,-2
-7,-8,-10,-11,-7,24,-7,9
-3,2,2,5,1,15,43,-23
7,5,2,4,7,1,-59,22
-1,2,-2,1,-6,-22,-118,-37
2,-3,2,-1,1,42,117,11
-21,-12,-17,-10,-12,-9,-45,-9
16,10,11,2,12,10,-7,24
-2,7,11,14,-6,-43,-41,-2
-3,-3,-9,-8,-8,-38,72,-2
0,4,5,-8,5,23,-14,-17
6,0,-10,8,-4,-44,-71,18
-3,6,2,-6,5,32,55,-8
-10,-14,-5,-2,-6,-41,-23,-8
0,3,1,2,6,-12,-23,-1
4,0,0,3,1,43,-27,10
-3,0,-2,0,-1,-32,-8,-6
-4,-2,-4,-4,-10,-20,12,6
1,2,0,1,3,8,70,11
0,4,5,3,10,38,-9,-14
-1,-8,-7,-7,-16,-70,58,14
-10,-2,-1,0,5,18,-128,-18
5,4,3,-4,0,-14,32,14
0,1,1,10,-1,-5,2,1
6,3,9,2,3,-28,-67,-2
-2,-8,-8,-12,-1,47,89,5
-2,4,1,6,1,-5,-68,-6
-5,-4,-1,-10,-11,-35,5,-12
4,3,0,-1,4,-5,18,14
3,7,9,12,8,9,-91,-17
-8,-9,-5,-5,-6,4,86,-14
-10,-6,-5,-4,-7,13,-45,-10
1,-4,-14,-6,-4,22,69,32
-2,3,-5,-5,-8,-47,-46,-18
6,3,5,9,7,13,1,2
3,2,1,3,6,4,-37,0
-4,-5,-5,-3,-1,28,82,4
1,4,1,2,3,13,2,-2
15,14,14,12,11,-26,17,11
-7,-16,-11,-18,-23,-71,-30,12
-30,-17,-18,-12,2,98,82,-33
4,1,1,9,0,-28,-48,12
-1,2,9,7,0,-17,-76,-12
16,11,10,10,10,22,13,23
6,2,0,-5,0,-4,5,-2
-5,-1,-1,-4,-8,-33,3,-6
2,-1,-6,-2,1,19,0,8
-5,-1,-4,-2,3,7,32,-9
5,0,5,5,3,8,8,16
-2,6,8,3,4,-2,-40,-27
-7,-16,-13,-6,-10,-29,58,6
-3,2,1,-2,-1,20,-8,-3
-5,-7,-7,-9,-7,-4,-31,-10
13,8,10,15,5,-28,-16,27
-1,1,-2,-6,-1,17,-18,-5
-7,-6,-5,-5,-1,-5,13,-13
12,9,5,5,7,9,-16,12
0,-3,-2,-3,1,-2,12,1
-7,0,0,2,-3,-5,-21,-9
5,6,6,0,6,-11,-33,-2
6,-6,-7,-4,-15,1,34,37
-18,-8,-8,-10,-14,9,111,-9
-11,-6,-10,-2,-5,-18,-38,-21
8,7,9,5,7,14,3,10
8,4,8,4,6,3,-62,1
6,1,-3,1,1,-7,8,11
4,2,3,1,0,7,-6,6
2,2,4,1,2,0,19,0
25,14,16,9,23,22,-70,41
-39,-25,-27,-13,-22,-45,101,-63
-12,3,0,1,4,20,18,-23
-3,-6,-1,-4,-9,-5,-12,-1
2,6,8,7,1,-16,-3,-4
20,10,7,4,10,14,-59,22
4,-5,-3,-7,-1,5,6,12
-7,-1,-7,1,-1,-4,18,-10
-8,-6,-8,-1,0,-8,27,-24
16,13,20,12,12,-4,-76,9
-8,-17,-18,-14,-20,8,72,11
-1,3,-4,-3,-1,-4,59,14
-6,-1,-1,3,1,-7,-12,-10
-4,5,-4,-3,-4,-3,-45,-10
19,7,15,13,17,12,-83,15
-3,-4,-5,-1,-5,4,1,-6
-14,-11,-11,-11,-12,-8,33,-17
9,5,4,1,4,-3,-17,21
1,5,10,11,12,6,-7,-5
26,13,14,8,16,28,-71,31
-53,-29,-30,-14,-30,-17,88,-78
11,0,4,-2,1,22,-27,26
2,3,3,-2,0,0,-95,-6
-8,-6,-5,-4,-7,-34,79,-4
19,10,15,8,10,9,-38,23
-5,-3,-3,-5,-3,-9,2,-1
-23,-6,-8,-2,-5,2,30,-15
21,3,3,1,3,15,-4,12
5,3,5,1,1,-10,-21,0
-21,-10,-14,-10,-9,-1,19,-5
35,20,19,9,15,3,-109,41
-32,-25,-19,-10,-18,18,5,-53
-10,3,-1,3,-11,-89,-29,-1
-5,-8,-1,-2,2,35,-65,-19
13,8,4,-3,-4,-48,-5,12
-2,1,0,-2,1,18,19,3
-5,-2,-5,-2,6,20,-17,-2
25,10,13,10,4,-10,-1,22
-8,-4,-5,-3,-5,-11,-4,-14
-11,-3,-7,-4,-1,-10,-11,-6
35,23,21,12,14,11,-3,38
-22,-15,-14,-5,-6,-32,45,-21
-29,-10,-16,-15,-20,12,-74,-30
-3,-5,-5,-4,6,9,25,4
19,13,17,12,5,-9,-17,9
13,3,5,-2,7,8,1,27
-1,-1,0,12,0,6,50,4
4,5,5,0,-2,-23,-32,-9
-8,-10,-9,-10,-2,17,-22,-5
-4,2,-1,0,-3,6,8,-1
-3,-2,-3,-4,-1,-1,49,-8
10,8,7,15,10,32,-17,5
0,-2,-2,-5,-5,-30,26,23
-20,-16,-17,-10,-6,-1,-1,-41
2,3,5,-3,-3,-31,47,-11
-5,-8,-6,1,-10,-17,8,7
-13,-1,-1,-1,9,12,-116,-29
13,11,11,7,6,7,-15,13
5,-1,-2,5,1,11,20,5
-2,-1,2,-2,2,-10,-35,-9
0,-2,-5,-4,-6,16,40,0
6,5,4,1,0,-30,28,6
49,25,25,23,31,58,-68,98
-83,-36,-48,-44,-51,-81,-9,-90
-8,-5,-1,5,-5,14,-28,-2
9,3,2,-2,6,35,-2,27
10,5,7,6,5,-10,6,2
28,13,14,10,18,16,-6,32
-7,-8,-7,-8,-8,3,22,-11
-5,2,1,3,-2,-25,-13,-15
-12,-8,-9,-6,-6,-8,16,-16
11,5,4,-2,4,21,8,17
-12,-7,-9,-7,-5,-10,29,-24
19,11,14,12,10,23,-43,26
-14,1,-16,-16,-10,26,101,2
-9,-20,3,9,-8,-37,-60,-21
1,-2,-6,12,0,-38,6,2
-6,-1,-3,-11,0,16,37,-9
-3,-1,-2,0,2,4,-20,-4
14,13,7,1,5,17,-9,17
4,2,0,-2,1,9,-28,2
-4,-6,-3,1,-6,-19,14,0
-14,-10,-6,-6,-8,-12,14,-29
11,7,3,5,8,23,21,19
-1,-2,1,-2,2,7,-1,-3
-7,-3,-7,-2,-1,25,11,-3
-2,-1,3,0,-1,-44,-87,-13
16,3,2,0,5,83,61,44
-21,-11,-12,-9,-14,-21,-41,-31
-9,0,-3,-10,-6,-2,6,-18
3,0,10,19,-2,-13,9,-1
4,3,-2,-1,6,15,21,-7
7,4,4,1,8,6,8,16
5,-1,-1,0,0,8,-13,11
-4,-4,-3,-7,-4,7,15,-13
1,3,1,2,-1,-11,-14,6
5,3,3,-5,3,12,8,8
16,4,6,13,5,-41,-55,35
-20,-5,-16,-13,-13,36,113,-20
-18,-23,-6,4,0,-20,-47,-37
3,2,-1,-9,-6,-13,-47,5
10,8,6,6,5,20,20,10
8,1,3,-1,5,-9,-25,11
2,5,-1,-3,0,-8,15,8
-2,2,4,7,7,25,37,-3
-5,-7,-5,-3,-5,1,-10,-9
11,1,3,5,14,28,-46,14
4,5,-2,-18,-12,7,82,24
-29,-11,-8,8,-14,-44,-61,-75
-7,-2,-1,-4,5,45,-28,6
-9,-7,-7,0,-5,-21,-55,-11
13,10,10,9,14,24,-6,17
11,6,2,-1,-2,-11,-4,22
-5,-4,-2,-1,-3,9,21,-9
-3,-1,4,2,2,8,-2,-11
-1,0,-5,1,-1,-17,-44,-3
6,1,-1,-5,0,18,48,18
-6,-3,-4,1,-4,-21,11,-16
23,15,17,12,20,62,-99,32
-26,-21,-25,-23,-25,-60,30,-27
8,-3,5,1,6,32,51,35
-13,-4,0,8,-8,-44,-75,-38
-3,0,2,-3,-3,-8,2,1
10,9,8,6,8,24,-18,4
0,0,-4,-6,0,4,4,0
4,0,2,-2,6,4,10,17
-6,-4,-6,-5,-10,-22,36,-10
-2,2,2,5,4,-8,-28,-11
-3,-3,-2,-1,0,-2,15,9
4,1,0,-4,-6,-5,15,2
2,2,4,6,12,-4,16,-4
-9,-9,-4,3,-4,42,-70,-4
-5,1,0,-1,-6,-13,60,1
-2,-2,-5,-4,-2,30,-31,-7
-12,-9,-9,-8,-6,-29,50,-15
16,9,12,6,6,17,-25,25
4,1,2,4,5,5,-2,-1
-7,-2,-6,-6,-3,-7,11,-3
0,-2,-2,-5,-4,2,-4,7
-2,3,6,8,3,-18,20,-2
-2,-3,-4,-3,-1,5,-7,-4
1,1,-2,-7,-2,2,28,2
4,2,2,2,1,-10,-23,8
0,10,-1,17,6,9,35,2
-14,-17,-7,-19,-11,-90,-120,-29
6,-1,11,9,10,34,30,14
-13,-4,-13,-3,-17,-35,-19,-22
5,9,1,-7,5,10,5,7
11,7,9,11,10,23,-30,14
-1,-1,-2,-2,-2,6,3,-3
-1,-2,-1,-5,-3,-14,1,-2
1,-4,3,1,1,-14,3,-1
3,1,-3,4,1,33,9,2
1,0,1,1,1,-17,5,13
2,6,5,9,8,-8,58,9
-28,-21,-23,-29,-24,10,44,-44
-2,1,7,9,1,2,-7,-2
-3,-1,-9,-4,-3,-8,-3,-5
4,2,5,2,3,-8,-13,18
7,2,7,3,2,-5,2,6
-2,-1,-4,-8,0,6,7,-6
2,1,2,3,-2,-11,6,7
-1,-4,-3,-2,4,33,-14,-9
9,7,9,7,7,-21,-35,5
3,-2,-3,-1,9,99,19,11
-20,-8,-9,-7,-14,-25,6,-28
-2,-5,-1,2,-4,15,3,5
-1,1,-6,-11,0,-9,-47,-18
11,4,2,14,5,-20,36,22
2,2,2,-2,3,10,-24,1
-7,-6,-8,-9,-7,-11,7,-11
4,4,6,7,7,-1,-13,14
0,2,1,-3,-7,-8,-5,-4
0,-2,-2,0,0,-3,30,-2
16,16,13,11,18,6,-14,20
-19,-23,-19,-5,-15,-20,-34,-15
-16,3,3,1,-5,-18,35,-39
-2,0,-6,-4,-5,-11,-26,5
9,1,4,0,0,14,20,9
8,8,9,2,3,-18,-27,12
3,-1,-4,-3,2,9,4,8
4,2,1,3,-1,-6,8,8
-11,-4,-6,-6,-3,9,-19,-19
7,1,3,-11,5,13,27,7
17,7,10,24,7,42,-20,36
-36,-18,-12,-13,-17,-66,37,-41
-13,-8,-10,-10,-4,22,-10,-24
-5,-4,0,1,-4,-9,-35,-7
12,15,6,-3,5,-20,-50,13
18,6,9,9,12,48,22,24
-9,-9,-5,-1,-10,-33,12,0
-1,4,5,5,-1,-9,15,-4
1,-5,-1,-3,5,20,-5,4
19,14,6,3,-6,-37,-54,9
-45,-34,-34,-15,-21,-41,-1,-65
15,14,18,10,15,33,45,20
-4,-5,-12,9,-1,-27,-14,-2
-8,-5,-4,-8,-4,23,17,-9
21,13,8,4,3,37,26,29
-7,-4,-7,-3,2,-18,-78,-17
-9,-6,-6,-10,-4,25,92,-1
