emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
-2,0,2,4,17,27,-22,-5
1,3,0,2,-3,-14,-4,0
2,1,3,0,1,3,-21,0
-1,-1,-1,-2,-1,17,64,8
-5,-1,-1,0,-5,-33,-22,-7
0,-4,0,0,0,23,37,5
3,8,0,0,5,6,0,-4
0,-2,-1,0,-2,-43,-33,-7
2,1,-2,3,7,82,39,11
-4,-1,-3,0,-5,-36,-21,-3
4,-2,-2,-6,-2,9,55,7
-5,0,-4,-1,-6,-24,-88,-17
1,-2,1,-2,6,3,17,-5
0,0,0,-1,0,8,-5,-4
0,-1,-1,0,5,9,16,8
0,0,-3,-3,-8,-6,15,1
0,-1,-1,-2,-2,3,-9,2
0,1,3,1,2,0,7,-1
9,10,8,7,15,40,-5,-10
-12,-16,-17,-20,-29,-39,-10,5
-5,-1,0,5,3,29,-12,0
3,4,3,2,3,35,16,3
-3,-3,-4,-2,-6,2,-32,-1
5,7,7,7,11,16,-9,-2
3,0,-1,-4,-1,-6,1,1
-3,-1,-4,-3,-7,-31,11,-3
-3,-2,-1,0,3,-1,-18,-1
14,11,10,10,11,6,39,-2
-12,-18,-16,-13,-14,-48,24,13
-5,0,-3,0,-2,7,46,4
-1,-4,-4,-4,-4,0,-46,0
-4,-2,-1,1,-1,3,34,-3
10,12,8,5,10,15,-14,-3
2,0,0,1,1,-7,-16,-4
-6,-2,-5,-4,-9,-25,8,0
-1,-4,-3,0,0,4,7,3
1,2,4,8,10,31,6,-1
0,2,5,1,-1,-7,-36,-11
5,-2,-3,-4,-1,-22,51,11
-18,-7,-11,-4,-4,16,31,-16
3,2,1,-1,-4,-37,28,7
-3,-3,-1,-2,-1,-2,5,-6
2,4,5,4,5,-2,-31,-7
4,-1,2,-1,3,16,-11,2
-4,-3,-4,-4,-5,6,-5,-4
1,2,4,2,3,-6,-11,-3
0,0,0,-1,-1,11,17,1
-3,-1,-2,-2,-7,-9,1,2
3,6,4,3,-1,11,-1,-8
10,3,2,4,15,2,-61,10
-10,-6,-7,-5,-6,-4,-16,-13
-4,-3,-5,-4,-4,-43,-27,4
-3,-4,-1,-2,-3,14,-9,3
4,4,3,4,2,-4,-31,-7
0,-3,0,-2,0,32,22,1
5,5,2,1,2,-5,-13,-1
3,1,2,2,4,4,-7,-7
-2,-5,-4,-2,2,23,39,7
1,2,5,1,0,-10,-16,-5
7,6,2,6,-2,-13,-12,0
-12,-9,-10,-9,-2,69,46,5
-14,-8,-6,-4,-7,0,-85,-14
0,-2,-1,2,-4,-9,2,-1
4,1,7,-1,1,10,14,2
6,3,4,4,0,-39,-7,1
2,1,-2,-3,-8,-23,35,2
-2,-1,-2,0,6,12,-18,-1
-1,-2,0,1,0,5,0,2
0,2,3,1,-2,-5,-10,-8
-3,-1,-2,-3,-4,3,23,1
-2,-1,2,3,5,-16,-7,5
9,9,7,3,8,11,-31,-9
-11,-21,-17,-15,-22,4,99,14
-10,-2,-2,1,-1,19,-45,-13
3,2,2,-1,1,33,30,2
-2,-2,-2,-2,-7,-11,14,6
6,2,9,6,13,27,-25,-2
5,-2,-1,-4,-3,-15,11,4
-2,3,-4,-5,-9,-10,22,-2
-2,-1,4,3,5,9,-18,-6
12,11,7,7,13,12,2,2
-9,-11,-14,-6,-2,-28,-21,4
-5,-4,-3,-4,-13,-18,-29,-12
-2,-2,-1,-3,2,26,19,6
2,5,5,6,1,-30,-71,-13
6,2,1,-2,-8,-7,59,6
-1,-1,-2,0,2,16,4,4
-6,-4,-5,-3,-6,-17,-13,-4
-4,-1,1,0,1,11,-5,-4
6,5,5,7,9,26,20,7
-2,-4,-3,-1,-3,-6,-11,-1
7,7,5,3,2,7,-57,-9
-5,-9,-11,-8,-15,-53,84,12
-5,-2,-2,-1,1,27,-21,6
5,0,1,1,5,-4,14,6
-6,-5,-3,1,3,3,-13,-4
7,7,4,2,2,23,-17,-1
0,1,1,3,2,-10,10,-3
-3,-6,-7,-5,-4,-2,-36,0
3,-2,-1,-3,-2,10,28,6
-3,1,2,7,1,-6,-44,-10
1,0,1,-3,3,13,25,2
-1,0,3,3,6,6,-15,2
-6,-4,-5,-12,-14,-34,23,8
1,2,0,2,9,30,-46,1
2,1,3,3,0,-48,-16,-10
0,0,0,3,6,29,6,2
-2,2,-1,1,0,-15,11,-1
-1,0,-5,-6,-4,7,6,4
4,4,3,-2,1,15,8,2
2,0,3,1,0,-20,14,-4
1,-3,3,6,1,0,-12,-1
-2,0,-2,-6,15,69,-36,-15
-12,-6,-13,-7,-31,-82,37,10
2,-6,1,-6,-1,14,66,5
-2,0,-3,2,1,-5,-20,1
2,4,3,3,5,2,-23,-5
4,-1,4,0,5,27,-1,-1
-1,3,-2,-2,-4,-13,-9,-2
0,0,-2,-3,-8,2,9,2
2,-4,1,-2,1,-12,8,3
-1,1,1,2,-4,8,15,0
13,13,11,16,39,59,-27,-2
-13,-16,-14,-17,-39,-47,68,0
-6,-1,-2,1,-5,18,-20,6
1,0,4,2,9,53,-67,-11
-3,3,1,1,-3,8,-3,-2
6,2,2,2,10,5,-15,-4
0,-1,-3,-3,-5,-29,15,-2
0,0,-2,-2,-5,-28,15,1
-4,-3,-3,0,-2,-2,-16,-1
-4,1,1,3,9,10,4,0
-3,-3,-2,-5,-11,-30,-9,-2
3,2,4,4,11,16,-8,-3
-3,-3,-4,-3,-14,-26,9,3
2,1,2,5,17,51,-14,-4
-4,-4,-3,-2,-15,-60,21,-13
-7,2,-5,-5,-1,-18,-72,-15
-6,-2,-5,-8,-16,-5,5,9
-6,-9,-2,1,-2,-19,26,-3
6,6,8,6,12,36,-10,7
4,-1,-1,0,-1,5,20,1
-5,-2,-1,1,-6,-19,-4,-6
1,2,1,-1,1,29,-28,-7
4,6,6,12,19,12,-74,-2
-8,-12,-12,-17,-36,-43,127,18
-6,0,0,4,4,-8,-79,-14
4,1,2,-1,2,13,-3,0
-2,0,-1,2,-5,-9,32,-3
2,6,5,9,13,45,-7,0
0,-4,-3,-1,2,-11,-3,1
-2,0,-4,-1,-6,-13,15,1
-2,-1,-1,-3,-6,16,27,3
7,3,3,2,13,9,-17,1
1,0,0,-1,-6,-11,-28,-9
-7,-6,-9,-6,-5,-36,36,10
-1,-1,-3,-2,3,7,-19,-4
2,-5,0,0,0,6,0,7
3,2,2,0,2,-9,-14,0
3,3,3,2,4,26,2,0
-4,-3,-2,-3,-7,-21,0,0
0,0,3,2,2,-3,-7,-4
-3,-1,-3,-7,-4,9,22,3
4,2,3,13,14,3,-14,3
0,-4,-1,-5,-11,1,22,8
8,16,11,8,18,15,-61,-14
-9,-12,-11,-13,-6,33,95,6
-4,0,-2,-3,-6,-66,-55,0
-1,-3,-2,-2,-5,36,32,5
-2,-3,-1,-1,6,28,-19,-3
6,4,3,3,0,-1,28,2
4,0,-2,1,1,10,-3,-6
1,-1,-4,-5,2,5,-6,1
-1,-2,0,4,-5,-6,14,1
-2,-1,1,-2,1,-16,-10,0
2,0,0,0,2,24,-2,-3
2,3,1,-1,-2,-28,-24,-1
-3,-3,-6,-6,0,-3,24,1
-2,-1,0,2,-7,-33,-49,-8
-3,0,-5,-6,-10,30,35,6
-2,-7,0,1,5,-3,-1,-3
-1,0,-2,-3,-3,-13,-10,-1
1,1,-1,0,5,11,-11,-1
1,2,3,-1,-6,-13,6,-7
-2,0,-1,-2,-3,-8,-6,-2
-1,-3,0,1,-2,2,-1,-1
2,0,1,4,7,-1,-19,-4
-2,1,-2,-2,1,17,-17,-1
-2,0,-1,2,-3,-30,7,0
-2,-3,-2,-4,5,19,-54,0
6,1,2,1,-1,28,85,0
-9,-1,-6,-9,-16,-81,3,0
-3,0,0,-1,6,36,-5,-7
4,1,0,0,-4,6,11,4
1,-1,1,5,4,-7,-33,5
4,0,2,-1,4,23,11,-6
-2,0,-2,3,1,-1,-6,-1
-3,-1,-2,-4,-8,-19,16,-2
-3,-1,-1,2,-1,6,-15,0
1,-3,2,-2,4,8,-3,-4
1,5,0,2,4,-12,-8,-4
3,-1,3,4,9,12,-6,-6
-2,-3,-5,-3,-4,27,42,12
-7,-5,-8,-4,-7,-27,-19,-2
-1,-2,3,3,2,-7,-75,-10
0,-1,-3,-1,-3,25,72,2
-4,-1,0,-3,-6,-16,-5,-2
2,1,0,1,2,17,-12,2
1,-1,0,-5,-3,-5,-2,-4
0,-1,-2,3,-3,-11,-8,1
-3,0,-2,-5,-4,-13,-20,-6
5,2,5,11,15,20,3,-2
5,-1,-1,-4,0,10,36,11
-19,-4,-10,-14,-13,-2,-10,-10
-4,-1,1,4,4,13,5,-3
0,-4,-1,1,-2,17,17,3
6,3,6,4,11,8,-15,2
5,3,5,4,1,-16,8,3
-3,-2,-6,-4,-8,-23,-14,-5
2,4,2,-1,5,18,-20,-2
-1,0,-2,4,-4,-12,27,0
0,-3,-1,-1,-5,-12,-58,-6
1,0,1,7,14,-18,28,-2
-1,-2,-2,-4,-3,14,2,8
-3,-1,-4,-1,-3,-1,-24,-3
4,-1,0,2,-3,-5,25,3
0,-3,-2,-6,-2,8,-23,1
-2,1,-1,2,5,38,-13,-10
-4,4,-4,-9,-24,-98,-12,-2
1,-6,3,0,10,35,-17,1
3,5,2,4,-5,2,-14,-7
1,-3,-2,-3,-3,-17,24,7
-2,-4,-2,-2,-4,19,-39,-4
1,0,0,-4,7,31,19,4
-3,-1,-1,0,-4,-52,23,6
1,-1,0,-2,4,6,-7,2
0,2,2,2,0,0,-28,-10
0,-1,-2,-2,-6,0,92,10
-1,-3,0,-1,1,27,-58,-2
-3,2,1,1,0,16,-9,-3
-6,-3,-1,-4,-11,-66,-59,-6
5,2,0,5,11,9,23,6
0,-1,-1,0,0,3,15,-7
1,-3,-3,-2,2,13,4,7
-4,-3,0,3,8,66,37,2
-1,-1,-3,-2,-7,-61,-13,-3
0,1,0,-1,-2,34,-37,3
0,2,3,2,-2,-20,-4,-4
-2,-1,-3,-3,3,5,-23,-5
0,-1,1,1,-1,5,-3,-5
5,2,0,-3,-1,24,55,9
-7,3,-2,3,-5,-70,-41,-13
1,-2,-1,0,4,35,21,3
-1,-3,0,-2,-5,-7,-26,-4
0,-3,-2,-3,-7,-7,8,3
-2,-3,1,-4,-4,0,34,-6
7,2,2,4,8,26,17,10
-1,3,-3,0,-11,-67,-31,-9
-6,-2,-5,-4,5,16,20,-1
3,-1,3,1,5,55,-31,1
-1,1,0,-2,-7,-25,13,-3
0,-1,1,2,2,52,-10,1
-3,0,-4,-1,-7,-86,-46,-12
0,2,-1,-2,1,40,57,3
-3,-1,-1,-2,-8,-8,-39,-4
-2,-2,-4,-3,4,17,32,13
0,2,2,2,3,10,12,-4
-2,-5,-2,-5,-3,-8,-25,-6
1,0,3,14,15,32,38,6
-5,0,0,-3,-8,-57,-25,-4
-1,0,1,1,-1,-12,-38,-7
7,3,0,-1,0,11,13,3
-6,-6,-5,-3,-5,12,43,3
-3,-4,-4,-2,1,29,-63,-1
2,0,4,0,-10,-79,-2,-4
1,4,0,4,3,26,-13,2
-1,-2,1,-6,-7,-21,36,-7
1,0,0,6,7,21,26,1
3,0,2,-3,-1,27,13,6
-7,-2,-3,-2,-4,-73,-96,-15
-5,-3,-6,-2,1,32,94,4
-2,-1,-2,-3,-1,10,-19,-1
2,2,0,0,3,20,-7,3
1,1,1,1,-8,0,32,0
4,2,0,1,14,21,-24,4
-1,2,4,3,-4,-2,5,-6
-4,-5,-5,2,0,0,-2,0
1,-1,-1,-5,-4,1,5,5
-1,-1,-1,-3,-5,-12,-25,-7
3,2,4,7,19,96,30,3
-7,-6,-8,-9,-34,-101,-17,3
-4,-4,-3,-3,4,45,62,9
-2,2,1,1,0,20,-36,-10
-2,2,1,2,2,-24,-36,-11
3,3,3,0,11,61,3,-8
-2,-4,-3,1,-9,-20,80,16
-3,-3,1,-1,-2,-27,-5,-1
1,-2,1,-1,0,-14,-25,-8
0,7,0,-3,0,12,11,7
0,-1,2,2,0,-5,-7,-4
1,2,1,1,7,-10,-29,2
-2,-1,1,-4,-6,-33,-21,-5
2,-6,-4,0,6,47,106,22
-9,-3,-2,0,3,-4,-99,-26
5,1,-1,-1,-9,-22,62,15
-1,-1,-2,0,5,-25,-33,-7
-1,1,5,5,5,10,-24,-8
2,0,1,1,2,8,-5,0
1,-1,0,-1,-2,-6,-10,-3
4,0,-1,-8,-5,37,50,9
-10,-6,-5,0,-7,-9,-30,-3
2,1,1,2,3,0,0,6
-2,-2,-3,-1,-5,14,-3,-6
5,2,0,0,-1,-13,-7,4
2,-1,2,-2,6,19,17,-7
0,0,0,0,2,-13,-19,-3
0,2,1,2,10,57,31,8
-3,8,-1,1,-9,-87,-89,-15
-3,-21,-10,-7,-6,49,73,15
2,8,4,5,10,-3,-2,0
1,0,-1,-4,0,5,-59,-4
0,1,1,4,3,9,41,0
2,2,-1,-5,-3,-16,-27,-7
1,0,1,3,-4,6,6,3
-3,-1,0,-1,1,-4,31,-4
-5,-5,-6,-3,-10,-21,-21,2
4,7,4,3,4,-6,-67,-7
-6,-8,-6,-5,-2,36,109,5
-2,-1,-3,-8,-16,-47,-48,1
-4,-3,0,2,3,19,27,3
3,5,2,3,8,10,-13,-4
7,4,2,3,2,0,-77,-6
-7,-7,-6,-3,-7,-34,77,9
-1,-3,-4,-3,0,30,15,12
-3,0,1,-1,4,7,2,-9
0,0,0,-1,-5,-15,-14,0
4,2,2,0,-1,9,-16,-2
-1,-2,0,2,0,1,28,2
-1,2,-1,-2,-1,-8,-17,-5
-1,-4,-3,-2,-7,-9,6,1
5,3,3,7,5,6,-5,-6
-2,0,1,-4,-6,-8,-40,-4
-5,-5,-5,-2,7,33,61,11
-4,-2,-2,1,6,-64,-36,-3
-1,-3,-1,-2,1,15,43,-3
0,1,1,0,-1,5,1,-5
5,5,3,2,1,7,-22,-1
-1,0,0,-4,-1,9,-3,1
-1,-2,-3,1,-6,-8,-15,-2
-1,-3,0,-1,5,-2,14,0
0,0,1,-1,3,1,-17,-2
-7,-3,-3,-5,-9,4,75,4
-3,1,1,-2,1,-6,-55,-8
0,1,-1,1,1,16,-7,1
1,1,1,1,-1,-8,-13,0
1,0,1,0,0,1,-8,-3
1,0,0,1,1,2,0,2
5,0,1,2,6,27,40,4
-7,-4,-3,-5,-16,-41,-26,-19
-6,-3,-6,-9,-15,5,91,12
-4,-2,-1,1,6,54,7,-1
-4,-4,-1,0,-12,-75,-21,-7
6,3,1,3,5,8,-7,3
2,2,3,3,7,1,-34,-5
-3,-1,-3,-3,-5,-3,-16,-4
-2,-1,-1,-5,-3,12,25,3
-1,2,1,-2,-6,-9,-6,0
5,2,-6,-5,10,41,-44,-8
2,-1,3,6,0,4,71,7
-7,-4,3,-3,-17,-28,-45,6
-9,-5,0,3,9,33,-19,-20
-4,-2,-6,5,4,20,-8,-2
6,3,-3,0,10,40,2,-2
2,2,-2,0,-5,-30,25,2
2,-1,-3,-4,-2,-9,-2,8
2,0,5,1,-1,-17,-16,-3
-1,-2,-2,-2,-1,-30,-15,-3
-1,-1,-2,0,2,13,0,-2
3,5,1,0,5,-22,21,0
-1,-3,-1,0,-7,-21,-56,-12
-3,-5,-2,-1,-2,20,-17,15
-6,-5,-8,-10,-11,-57,20,-7
3,0,2,8,8,25,-13,7
0,1,3,3,1,-6,-1,-3
-1,1,1,-3,-2,-7,-10,-6
2,0,-3,2,4,39,-2,-3
0,0,-1,-4,-2,-9,14,1
2,0,0,-1,-2,-17,11,7
-2,-1,-1,-3,-5,-6,-23,-7
0,2,2,6,13,22,-44,-6
-2,-3,-5,-13,-28,-37,95,2
-9,-4,0,1,18,44,30,-3
-3,-1,-1,0,-2,-11,-77,-1
1,-1,1,-2,-2,13,23,-2
1,4,4,9,9,26,-28,-2
4,1,2,0,-5,-9,11,3
-1,-3,-3,-3,-3,-25,22,-2
1,0,1,0,3,20,-14,-3
-3,-1,-1,0,0,-3,-17,3
3,1,0,0,0,-1,20,8
-7,0,-2,-3,0,-19,-31,-15
6,6,6,6,5,55,-8,-4
-9,-12,-11,-13,-9,-60,15,8
-6,-4,-4,2,-2,-10,18,-3
1,2,2,2,0,6,-17,2
2,0,-2,1,9,14,9,5
5,4,5,4,4,20,-27,-6
3,3,2,0,-6,0,-15,-1
0,-2,-2,-1,1,-9,21,3
-4,0,-1,-5,-3,-6,7,-5
0,1,-1,7,4,5,-12,3
1,4,5,3,8,21,-36,-12
2,-5,-7,-7,-17,-23,112,19
-5,-4,-7,-6,-3,14,-57,3
-6,-6,0,0,-3,-37,72,-11
-4,3,1,1,-3,-11,-34,-11
4,1,6,7,12,21,-29,-8
1,2,0,3,0,-10,46,3
1,0,-4,-6,-3,4,-13,6
0,-3,-2,0,-3,2,-14,-1
0,2,1,0,-2,-4,12,-2
-3,-3,-4,-2,-3,-7,5,1
-1,0,1,3,2,25,-34,-3
-1,-2,-2,-6,-3,-18,8,3
2,1,0,0,-3,4,-15,-1
0,3,5,3,0,-22,0,-13
-4,-7,-7,-6,9,73,3,17
-7,-5,-7,-10,-21,-83,-51,-6
-1,1,1,0,1,39,7,-4
-2,-2,1,2,-2,8,-13,-9
5,3,3,4,0,0,-4,-5
0,-1,-1,1,4,22,17,9
-1,-1,-2,0,4,-7,-16,0
3,6,6,5,4,-41,-31,-12
6,-5,-8,-12,-10,101,7,24
-18,-12,-11,-8,2,9,-12,-4
-1,2,4,8,13,46,-5,-6
-6,-4,-5,-8,-10,-7,-13,-6
7,6,8,11,12,-7,-32,-5
8,3,4,3,0,-15,4,-1
-3,-5,-8,-10,-15,-32,21,2
-2,-3,2,6,13,23,12,0
-1,0,0,-4,-3,-35,-9,-7
2,2,-1,0,-6,-1,9,3
0,0,2,1,2,-6,-14,-4
7,3,2,2,4,33,13,13
-8,-11,-9,-11,-23,-59,29,-9
-7,-6,-6,0,5,16,-30,6
0,2,2,2,-1,22,-46,-11
1,-4,0,-2,8,32,101,15
-3,6,-1,0,-4,-24,-23,-3
6,2,4,2,4,16,4,-1
-1,-2,-5,-1,-1,-22,-4,2
-1,0,-5,-6,-8,7,-19,2
-1,1,-2,4,4,1,-5,-5
17,15,18,15,23,89,26,-1
-17,-21,-13,-24,-41,-97,73,21
-5,-2,-7,-1,6,48,17,2
-1,4,5,5,6,12,-29,-2
0,2,0,3,2,7,0,0
8,7,5,7,11,8,-26,-1
-4,-5,-4,-4,-11,-47,6,1
-3,-1,-3,-1,-2,-14,7,1
3,1,1,0,-3,5,6,4
3,3,3,1,7,15,11,-3
-1,-2,-3,-4,-6,-15,-7,4
5,8,8,11,12,18,-36,-16
-2,-5,-3,-7,-6,18,23,1
-9,-7,-12,-10,-13,-55,-10,10
-5,1,1,7,7,24,1,-12
-3,0,1,2,1,2,-14,-5
3,0,2,-3,2,12,-18,3
4,4,3,8,4,14,14,-6
3,0,1,-2,-4,-12,-15,4
-1,1,1,-1,2,4,-2,2
-3,-4,-4,-6,-7,-37,16,-5
1,3,-1,0,-4,18,-37,-4
5,4,7,8,21,-22,-15,-1
-4,-8,-7,-6,-11,20,48,12
-9,-5,-5,-6,-4,-4,-7,-10
2,1,-2,4,2,8,20,0
-2,-1,8,0,-6,0,-64,-2
0,0,-1,0,-1,-17,-27,-6
0,-1,-1,0,1,5,16,5
2,4,2,0,2,11,-12,-4
-4,-1,-5,-5,-7,-12,20,-2
3,0,2,1,5,-2,-1,1
-1,-2,-3,0,-9,-18,-15,0
-1,3,4,4,11,13,-9,-5
7,2,3,1,15,67,25,10
-6,1,4,-1,-14,-95,-63,-25
-4,-7,-6,-6,-9,18,30,7
-7,-5,-4,1,0,-23,36,4
1,-1,-5,-3,-5,40,33,3
1,1,-3,-2,0,-4,-43,1
6,7,8,4,4,2,-4,-2
0,0,1,2,2,3,-10,-2
-6,-4,-7,-3,-2,-25,-11,-4
3,1,0,-4,2,22,10,-1
-3,-2,3,4,-3,-25,-4,-3
6,4,11,11,21,14,-40,-14
0,-5,-8,-7,-7,18,82,19
-12,-4,-9,-6,-4,10,89,0
-2,-5,-3,-5,-8,-44,-51,-3
1,2,-2,-2,-2,25,20,-1
3,4,5,4,-4,-25,-44,-10
6,1,2,2,9,17,34,7
-4,-2,-4,-1,-1,12,17,3
1,1,2,1,1,-4,-31,-5
2,0,-6,-7,-11,-16,-11,0
1,-1,4,5,15,63,14,9
3,8,9,7,-2,-68,-69,-14
-14,-13,-14,-13,-11,11,25,9
-6,-4,-6,-2,-4,2,-28,-12
0,0,-4,-1,-1,12,14,3
4,3,4,5,8,5,-17,-3
6,4,2,2,2,2,17,1
-5,-3,-2,-4,-9,-31,-12,-6
0,-2,2,3,2,0,-34,-6
0,-1,-2,-5,-3,12,45,5
4,3,3,9,9,-14,-32,-3
5,0,-1,-4,0,21,-22,4
-12,-8,-4,-1,-1,-46,-82,-14
-3,-1,-2,0,1,2,-27,5
-3,-3,-1,-4,-8,-19,-8,-3
2,4,4,6,6,20,-20,-1
8,2,3,-2,1,6,30,5
-4,-6,-9,-5,-7,-1,27,1
2,3,2,5,10,21,-16,-3
9,8,11,11,10,-6,-10,-10
-9,-15,-19,-22,-30,-22,99,19
-8,2,4,7,7,-3,-53,-8
5,3,4,1,5,52,3,1
-5,-2,1,0,-5,-58,8,-5
7,7,4,1,5,25,6,4
4,1,-3,-3,4,14,3,-3
-3,-4,-2,-3,-4,-3,1,3
-2,-2,-3,-2,-6,1,5,0
7,4,5,6,6,4,-13,1
-9,-5,-6,-2,-11,-7,-3,-14
6,8,10,5,-1,18,-65,-7
-12,-13,-6,-5,-13,-37,24,11
-3,1,2,7,8,26,7,6
6,1,1,-2,3,21,17,5
-3,-2,-2,-4,-2,-26,34,0
2,0,-1,-1,2,21,-29,-6
4,2,2,3,-1,12,-17,-5
0,0,-1,0,0,-5,11,2
0,0,-6,-4,-2,1,11,-1
17,15,13,14,25,69,-60,-3
-23,-20,-16,-11,-12,-19,85,19
-5,-4,-3,-3,3,50,-101,-14
-3,3,-3,-1,-12,-7,0,1
-1,1,5,4,11,19,-6,4
9,9,9,6,3,-12,-40,-13
3,-1,0,-2,-3,-28,36,5
-3,-7,-4,-7,5,9,23,5
-5,-2,-3,-4,-11,-39,-1,-10
4,3,3,4,1,-6,-31,-4
-1,-3,0,-4,-3,-7,43,6
1,-1,0,0,2,3,-19,-5
-2,-1,-4,-1,2,17,-14,0
2,3,1,-2,-19,-80,-5,-8
-1,0,1,4,1,24,9,-2
-7,-6,1,2,14,32,60,12
-9,-7,-7,-6,-12,-26,-43,-16
3,3,3,3,6,14,-15,-2
4,3,1,-1,-1,-12,19,3
1,0,-2,-6,-8,0,10,-3
3,4,6,8,16,43,-7,-5
2,-5,-2,-15,-32,-24,7,-1
-6,-3,-5,1,3,-10,17,7
-4,-2,-3,-3,-8,-4,-4,-2
-2,-1,1,1,2,17,88,-1
-1,3,0,4,10,20,-128,-12
5,3,3,1,1,11,17,3
-2,-3,-3,-2,-11,-24,1,0
2,0,0,-1,-2,0,-5,2
0,-1,2,3,4,7,65,2
-1,-1,-1,-3,-1,-7,-19,-2
2,1,-1,-1,2,-6,-41,0
1,-1,-3,-3,-9,-5,27,6
-3,0,1,5,7,8,-13,-3
-1,-2,-4,-2,3,12,1,1
0,1,0,-3,-7,-9,4,-6
0,0,-2,2,0,-15,6,6
2,4,4,5,4,45,-55,-5
-2,-3,-5,-6,0,-43,89,1
-7,-3,-6,-1,-2,-23,-107,-1
-1,-4,-4,-6,-7,-1,15,6
2,3,0,4,10,17,5,-3
4,1,4,3,5,16,-3,0
2,-1,1,-1,-2,0,27,-2
-4,-3,-4,-5,-3,-29,-11,-3
4,2,1,-4,6,28,-3,3
4,3,4,9,-1,-2,-6,-1
-7,-5,-7,-6,-9,-1,20,-5
-2,0,-1,0,3,20,-23,-2
-2,-2,-1,-3,-3,-27,8,0
-2,0,1,-2,1,23,0,-3
2,3,3,4,1,-7,-15,-2
1,-1,-1,-1,-8,-19,17,2
-3,-2,-2,0,4,1,17,0
-2,1,-3,3,-4,-10,-24,-1
7,4,4,6,5,21,-10,3
0,-3,0,-2,-4,-20,17,-13
-17,-11,-11,-9,3,16,-18,4
-5,-6,-5,-3,-18,-64,-68,-6
2,0,-1,2,-2,12,17,7
6,4,3,5,6,15,-17,1
6,3,3,1,-4,-21,6,-3
1,3,0,-3,4,27,31,0
0,0,0,0,2,7,-4,1
-5,-5,-5,-6,-10,-34,-16,-4
3,1,1,3,3,22,11,1
3,6,7,6,12,30,-62,-9
-8,-10,-5,-7,-13,-60,102,2
-8,-1,-3,-2,1,24,-60,1
1,-2,-1,1,-3,-35,-1,-2
2,2,-1,1,4,32,-9,4
5,5,4,4,7,5,-12,-7
-2,-1,-1,-2,-6,-14,31,3
-1,-2,-3,-1,2,7,0,0
2,1,1,0,-1,-15,-4,-3
1,-1,2,0,2,15,-13,-4
-2,-3,-5,-4,-9,-12,5,1
1,0,1,4,-3,3,-2,-2
-1,-1,-1,-3,5,-3,18,1
5,5,3,10,15,10,-12,1
-6,-4,-6,-2,-11,-7,61,0
-1,1,2,-1,-3,-16,-15,-3
-4,-6,-3,-5,-8,17,3,-2
-4,-2,-1,-6,-4,-11,-21,1
5,4,5,5,8,-2,-10,1
1,1,0,-2,-2,-2,13,-2
-2,-4,-1,0,-1,3,17,1
3,2,5,3,11,32,-18,-2
6,3,4,1,13,48,-44,-6
-15,-17,-14,-13,-22,-34,79,13
-6,6,0,-2,-4,22,-89,-13
1,-3,-4,-2,-3,-1,20,1
4,4,4,3,7,13,-3,-4
7,3,6,5,16,20,8,0
1,-4,-2,-3,-7,-30,28,3
-1,1,-1,-2,2,12,-16,-5
-3,-3,-1,-4,-6,-16,-3,2
3,2,0,1,1,-2,-20,-3
-1,-5,-2,0,0,-7,25,3
-2,0,1,-1,-4,-4,-9,-3
-1,-2,-5,0,-7,-3,4,3
5,7,7,2,13,17,-22,-4
-5,-8,-9,-5,-7,-13,91,16
-9,-2,0,0,-6,3,-46,-8
-3,-2,0,8,2,-37,-23,-5
2,4,2,4,0,30,-5,1
5,1,-1,-1,6,19,-4,3
1,0,0,-1,3,17,-9,-3
-2,-5,-4,-9,-16,-12,83,2
1,0,-1,-4,0,28,-21,2
0,5,6,6,6,-49,-59,-15
-5,-5,-5,-4,-5,0,26,4
3,2,1,-1,7,47,15,1
-2,-1,-5,0,-4,-59,-45,-4
0,-4,0,-1,-1,36,34,-4
0,0,-1,0,1,-19,-15,1
0,-1,0,0,3,7,2,3
-2,-3,-1,5,-1,5,20,-1
1,3,2,3,0,-17,-15,-2
2,-1,-1,-1,-4,-15,-3,1
-2,-2,-2,-1,0,15,-23,-2
-1,0,-1,-3,-8,-3,2,-2
0,1,1,0,0,11,2,-2
-2,-4,-5,-1,-6,-11,57,7
0,1,1,-1,4,15,-28,-3
-8,-2,-1,-3,-17,-80,2,-10
-1,0,1,3,0,3,-13,4
0,-1,-1,-1,3,28,8,2
0,0,1,1,-2,-26,-17,-2
1,-1,1,1,2,29,14,4
0,0,1,-2,4,26,44,-2
-3,1,0,-2,-9,-56,-30,-6
3,1,4,9,9,25,17,3
-3,-4,-5,-5,-4,-16,-22,0
-5,-5,-5,-5,-7,-2,34,2
0,2,1,0,5,24,0,-10
1,1,0,-5,-2,-10,-15,-2
2,4,2,4,6,14,-1,-3
-1,-2,-3,-2,-5,-4,-23,1
1,-1,1,0,-8,-6,8,1
-1,1,0,-3,4,-12,-12,0
8,7,10,8,16,45,46,-3
-12,-11,-10,-7,-2,-8,-70,8
-3,-1,-2,-2,-15,-55,-25,-10
-5,-4,-4,-3,-10,1,29,0
2,1,2,1,4,12,-22,4
5,5,6,5,6,15,24,-2
2,1,-1,-1,2,17,-9,-1
-3,-2,-2,-3,-5,-17,-16,0
-2,1,1,-1,0,-5,11,-2
0,1,0,0,-3,9,-5,-1
