emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
6,-2,23,2,1,-4,-42,-17
-20,0,-7,22,40,-12,27,2
22,11,-41,-12,-25,-55,32,0
-39,6,33,2,-13,-31,-1,4
27,3,1,-9,-20,-58,-13,5
-11,-18,31,13,-9,17,-23,-12
-10,-14,-64,0,38,70,8,2
3,14,-5,-7,-19,-14,-1,7
4,4,2,-3,6,30,20,-2
2,11,27,3,4,30,-4,0
-11,-6,23,17,20,36,0,-3
6,4,67,11,-31,-45,-11,-3
-13,-31,-128,-23,-17,-31,-24,-2
8,20,40,9,75,97,45,-3
-5,-2,2,-13,-33,-128,-26,4
12,3,33,12,3,-31,1,5
23,14,98,18,-25,-93,-5,-8
-37,-45,-128,-12,17,38,-50,-22
-26,29,48,1,40,74,66,36
-6,-6,0,-4,-12,-39,13,-2
20,10,14,6,15,-2,-8,-4
2,1,24,-10,-60,-92,-21,1
-15,-16,-7,14,18,38,-9,-8
-4,8,34,2,5,30,-6,-1
-6,-5,-91,-5,7,17,26,3
-3,10,25,-9,-14,8,-1,9
9,1,-9,-1,1,8,-3,-31
9,1,11,3,-9,-15,-1,4
-4,-7,8,5,17,29,7,-3
7,4,29,-2,-60,-128,-9,3
-20,-25,-79,5,81,93,16,-39
47,14,-17,-19,-43,-89,9,26
-4,-2,-1,-6,-5,-48,7,-7
21,6,9,4,-13,-53,-8,4
8,-4,42,-5,-58,-128,-23,5
-3,-5,-4,18,31,121,-5,-14
-3,-4,-34,-3,63,68,20,28
20,18,14,-10,-29,-32,-5,-28
18,-3,8,2,-7,-7,5,-3
-33,-8,-25,-2,-7,-13,-6,2
40,12,80,19,-7,-27,-6,5
-63,-30,-71,-9,15,92,-4,-19
42,21,-10,-14,-3,1,10,16
-16,5,4,-3,0,-15,0,-10
-13,-3,18,2,-3,40,13,-4
12,-10,9,6,-4,-88,-29,9
3,1,9,11,-2,64,3,-3
-9,-9,-33,-9,33,15,-3,18
16,8,-6,-6,-16,-64,8,-6
-5,5,3,3,21,-2,3,-3
-20,-9,-1,-9,-42,-59,-11,0
2,-4,6,5,0,-35,-19,-3
-5,0,9,9,2,23,-11,-6
14,-27,-101,-16,-2,41,5,5
-13,22,28,-9,2,5,18,24
-13,-4,-4,2,4,10,0,-13
0,-2,11,-2,-3,2,-4,0
3,6,76,22,1,-10,9,6
20,-16,-81,-8,-11,-14,-17,9
-1,21,6,-2,23,45,16,-6
-25,-5,-8,-1,15,49,9,-21
-5,5,20,0,9,22,-6,18
5,-8,10,4,-6,-35,-10,-7
29,1,4,1,-23,-60,-3,11
-31,-16,-32,-3,1,-10,5,-11
2,9,33,5,1,16,9,18
-19,-2,42,7,-10,-47,-12,-10
6,-22,-111,-3,18,56,-10,-3
6,15,6,-20,-8,26,9,-14
-13,7,17,-6,-13,-42,8,6
6,5,38,3,-11,-35,-9,4
3,2,41,6,-12,-54,8,2
1,-17,-21,14,12,24,-16,-5
9,2,-41,-15,-7,-5,0,0
23,21,29,3,8,18,14,4
29,2,-7,-1,-5,0,-6,-5
-20,-8,-12,-8,-1,2,-3,16
9,4,13,4,-5,-14,0,-9
-20,-1,82,11,-10,-39,-21,7
-6,-22,-90,-3,6,31,4,-15
5,8,9,-27,-27,-84,-5,15
-6,9,31,8,-1,-81,14,-18
-8,-12,-18,-1,12,6,19,10
-3,11,55,4,-32,-41,-26,-18
1,-4,-8,12,1,-6,-5,5
-5,-10,-22,-3,6,37,-8,-13
-6,3,-32,-2,18,66,-6,5
5,14,36,3,1,-1,3,10
7,-5,-27,-3,-3,12,3,10
4,-1,3,0,0,9,4,2
9,2,51,12,-3,-28,-3,1
-13,-8,-56,-3,-5,11,-9,-8
-33,-13,-40,-22,-1,7,3,11
-1,22,22,-5,-5,17,22,13
-1,-9,-21,-5,3,-1,-4,-5
-7,2,51,10,2,-15,-8,18
6,2,22,4,-38,-126,-25,-5
-5,-14,-18,9,11,75,0,13
2,-9,-65,-4,23,-34,7,7
-8,7,26,-11,-33,-100,8,-27
9,0,-6,8,13,10,-5,8
1,-2,6,-8,-27,-59,-10,-4
-5,7,-3,4,10,37,-2,-6
-12,-7,5,0,10,24,-3,-5
23,12,20,5,-1,13,9,-3
-14,-15,-27,-11,6,31,-5,-14
-27,-23,-69,-17,-22,-11,-2,-2
49,20,20,-4,9,25,21,20
-6,5,17,6,0,-18,2,-6
-5,10,57,10,-13,-44,-18,-8
-29,-15,12,20,17,50,10,0
5,-18,-93,-32,2,-70,-41,-27
9,21,34,2,-6,-37,26,-1
8,-1,-4,6,12,-8,20,-1
8,1,12,-12,-45,-53,-8,-5
-27,-4,34,20,19,32,7,3
-1,-5,-25,4,13,33,-13,7
-14,-3,-24,-10,-8,-15,-2,-14
11,2,-4,1,3,-1,0,7
-10,-2,8,-4,-10,-5,3,4
10,1,-14,-2,13,50,9,4
22,10,5,4,-5,20,5,25
-24,-4,15,2,15,2,-6,-17
13,-12,42,6,-13,-53,-6,-2
5,-4,-47,-5,-19,-18,-1,3
7,7,-46,-12,40,101,9,8
14,16,32,-6,-22,-42,12,-11
-13,-5,8,-1,-1,-3,9,5
-11,-13,33,14,-2,-15,-9,-10
-8,-2,65,15,-14,-48,-6,0
30,7,-87,0,35,35,3,-14
-21,0,1,-11,-3,30,7,16
21,7,12,-6,-5,-3,9,-3
11,-4,-14,-3,-5,-39,0,3
-19,-2,30,-1,-16,-22,-4,-1
9,8,6,21,29,98,18,1
-52,-8,-21,-7,-2,-15,-4,9
18,-4,1,2,1,2,-1,-9
0,-8,-1,-4,-11,-39,-5,-11
-14,7,25,-5,-17,-63,-8,10
5,-3,-17,6,40,109,12,-15
-11,2,-21,-2,-8,-53,0,11
-10,-1,60,7,-8,-37,-16,-10
16,-20,-99,-8,0,21,2,-8
-20,20,14,-29,-33,-70,-11,18
-5,-1,8,-1,-2,-10,1,-12
-5,-6,-11,1,4,38,2,8
10,3,32,3,-18,-93,-15,-3
-44,-17,4,14,13,30,3,1
14,4,-24,5,30,79,1,-1
21,-5,-16,-10,7,70,2,-4
-10,4,14,-4,-11,-5,16,13
13,0,16,-2,-20,-95,-24,-18
-8,-4,4,17,30,61,15,-11
4,-9,-57,-6,0,-8,-5,25
2,9,-7,-9,-9,3,5,7
33,9,16,-3,4,12,15,-11
-17,-3,29,0,-30,-59,-11,0
6,0,21,7,5,-7,-8,2
-11,-9,-25,1,5,19,-8,-7
22,8,19,4,6,16,-1,3
-37,-14,-35,-12,-7,-12,6,-2
-10,2,-10,-3,2,12,5,9
5,15,36,0,-7,-32,-9,-7
-2,-14,-9,3,1,13,1,5
21,5,29,10,11,-36,-7,-23
-6,-10,-76,-10,3,57,-6,7
10,15,23,3,32,79,30,-16
-14,-11,-4,-2,-26,-65,-23,5
-6,-1,9,-2,5,5,-11,-2
9,6,13,-3,-28,-60,10,7
5,1,15,13,2,-42,-1,-7
5,-3,-18,0,36,121,-11,-10
22,6,-7,-9,-21,-41,-8,10
-5,-2,18,2,-1,-10,-1,-7
10,7,29,12,8,1,-3,9
21,2,-17,-15,-24,-91,3,-8
-8,-7,-53,-10,13,101,4,6
24,7,-14,-15,-17,-80,7,12
-38,-7,24,0,-2,16,0,-34
-8,0,34,19,-9,-53,-12,-11
21,10,20,7,1,15,-30,-21
6,1,-29,-7,17,-28,-7,29
-1,15,4,2,5,24,32,5
1,-1,20,5,7,30,-1,-5
-24,-9,-13,-2,-14,-46,3,-4
10,6,45,10,7,40,-20,-27
-19,-15,-37,-13,-14,-28,-32,-2
6,2,-15,-2,-3,-6,11,30
18,4,16,7,7,16,17,10
1,10,33,6,-9,-31,-1,5
6,-12,-77,-12,22,54,15,2
14,4,16,2,5,22,16,2
-17,-5,-7,-4,-4,-7,-3,-4
12,8,30,6,2,-13,9,1
-34,-12,25,1,-26,-62,-27,-2
-4,-4,-56,0,29,45,13,-9
1,1,6,-15,-7,25,4,4
3,-3,-2,9,-6,-7,14,2
2,11,23,8,26,49,-3,10
8,0,-4,-5,-13,-20,2,1
-20,-1,36,2,-21,-102,-3,20
-11,-14,-49,-1,23,86,14,-67
-12,-22,-88,-44,-48,-104,-9,4
28,17,44,5,1,-42,7,23
-12,-7,-11,3,5,-3,-1,-4
3,8,31,5,-7,-10,-9,7
2,-8,11,12,3,6,-3,-5
-10,0,-18,-1,-1,-13,-12,-12
37,8,7,2,15,59,8,12
-4,-10,-18,-6,-2,-1,2,9
22,5,1,6,5,38,4,1
5,3,2,-8,-16,-47,-6,11
-14,6,-2,10,21,3,6,-12
-18,1,-6,-2,27,88,12,7
3,7,21,5,3,-11,-11,-16
-2,-8,0,0,-19,-17,4,-5
4,-4,-12,-2,1,-20,0,5
-3,9,30,8,5,7,-14,-7
-10,-18,-54,-6,-20,-63,-16,1
-11,-4,-39,-11,21,87,7,2
-7,6,1,-11,-11,-26,9,-9
1,-2,2,-1,-9,-36,1,1
10,11,60,3,4,-2,0,9
-18,-18,-24,23,5,6,-8,-15
8,-2,-12,-13,-9,-17,-11,-12
-52,3,-4,-6,-19,-20,2,10
32,16,17,7,27,54,14,4
-9,-11,0,-4,7,41,13,5
-2,-4,23,13,-4,-41,-10,3
-4,-2,-25,-7,-13,-23,2,-13
8,-2,-15,-11,0,21,1,23
-9,19,54,4,-4,-35,-24,-8
12,-10,-47,3,-2,2,-10,9
3,-10,-4,-14,-7,-2,23,24
-1,-3,1,4,-5,-17,-8,-12
10,3,20,2,7,12,-3,-5
-15,2,84,11,-14,-40,-17,4
3,-10,-92,-10,-3,-34,-6,-9
8,17,12,-6,11,68,12,10
8,-2,4,-4,-9,-40,13,3
-23,-11,-8,-2,0,5,3,-9
20,1,22,11,13,-1,-12,4
-37,-9,13,7,-11,-7,1,-18
32,1,2,3,2,-39,-8,-9
-11,-2,-69,-17,31,101,13,-30
21,12,20,-1,9,-8,7,14
-18,-12,-13,-6,-17,-58,-6,0
-26,-10,13,-2,-13,-54,-3,-17
14,13,20,12,7,45,8,10
0,1,-18,-15,-17,-34,-25,-17
0,7,16,1,1,-2,4,10
-23,-3,21,7,2,22,15,2
-9,-17,-58,-7,-13,-50,-19,-4
-57,-2,14,-3,2,25,9,3
37,7,29,13,-1,-29,2,10
-8,-9,-62,-17,1,53,-7,-9
18,18,24,-3,-6,-13,10,8
6,2,17,5,3,-6,9,7
-23,-8,0,1,-1,-38,-2,-6
7,10,7,3,5,84,6,-12
2,0,63,4,-29,-104,-9,3
6,-20,-73,16,60,110,-1,-12
-13,1,-5,-15,4,55,30,13
20,9,-3,-5,-8,-28,4,10
-2,-2,1,1,-5,-14,1,12
-11,4,97,12,-58,-128,-33,-14
33,-8,-56,19,84,114,28,-8
-38,7,-28,-23,-25,-52,2,19
-2,0,4,-4,-1,-25,11,-7
14,-2,16,3,-2,-20,-5,5
-11,-13,-9,2,-18,-24,-21,-4
11,2,25,-7,3,9,-5,5
20,-2,-35,16,11,19,-1,1
-41,-7,-9,-19,-14,3,3,-1
23,15,14,1,-9,1,-1,6
-1,-2,-10,2,1,-27,6,8
3,-19,-12,-17,-24,-34,-17,-39
24,8,5,15,45,117,15,8
-11,-9,-26,-17,-28,-20,-4,-5
9,3,18,6,-7,-30,-18,-6
-12,4,4,2,15,-1,9,-4
8,-4,-1,-5,-34,-68,-2,-12
15,5,13,-3,-21,-119,-24,0
-34,-14,-27,2,30,123,1,-16
12,7,8,-4,-16,-24,8,22
4,-4,-10,-2,5,-7,7,2
-12,-5,11,1,-7,-18,-1,-1
6,0,27,16,2,-22,-8,6
32,9,-58,-19,-1,23,-8,4
-72,-8,5,0,4,20,14,-1
15,2,4,8,1,3,-2,0
8,-2,11,3,1,3,1,0
-17,-3,38,7,3,10,-5,-1
15,-6,-29,5,8,-1,0,6
1,-5,-49,-26,-14,33,1,7
-9,4,14,8,38,35,-8,15
20,2,-3,-6,-19,-4,23,3
-9,0,18,5,9,-7,-5,0
23,0,16,10,-7,-22,1,0
-5,-5,-23,-5,-7,-21,-5,-2
2,-4,-4,-3,4,23,-4,1
3,15,63,12,5,3,-8,11
14,9,-40,1,6,13,5,-12
-37,-13,-22,-14,-10,-22,5,-2
-6,3,55,11,-13,-48,-15,10
-3,-22,-83,-6,4,46,7,-11
-7,4,-3,-23,10,74,7,3
51,29,26,-3,-22,-62,15,2
-37,-16,-9,5,14,-11,-10,2
22,5,37,10,-17,-17,-12,-1
-26,-18,6,8,-8,-44,-12,1
28,2,-29,-2,-7,-14,-7,-3
-6,10,17,6,38,87,23,24
18,-2,-12,-11,-22,-79,-3,-2
12,10,39,13,26,86,4,-19
-18,-8,-20,9,29,88,0,5
6,1,-6,-2,2,-28,17,-8
11,2,-1,-8,-4,-1,0,-3
-17,-2,14,2,-12,-59,-14,7
5,-7,24,7,-6,-20,-7,-13
-27,-20,-54,0,-3,-7,-14,1
4,17,-50,-29,6,63,14,0
2,10,47,2,-11,-36,20,0
-1,-7,-9,2,5,-11,-5,-3
5,-1,9,3,-3,3,-5,4
10,-5,35,7,-12,-49,-4,0
-29,-7,-26,3,7,3,-13,-14
-54,-9,-32,-12,13,32,1,10
16,0,-1,-9,-19,-34,4,7
-27,-1,16,5,13,17,5,-6
12,6,-10,6,6,28,2,2
11,-7,-5,-4,-12,-39,6,-5
-3,3,-5,-5,-5,-35,-28,-13
22,10,9,9,25,93,35,15
-12,-3,47,3,-19,-69,-32,8
21,-7,-34,4,-9,-33,5,-2
4,7,-18,-9,4,52,11,8
19,-2,11,-2,-12,-43,-13,-5
-16,-13,4,8,10,19,2,4
19,7,8,-5,-13,-18,-6,-3
40,13,21,-2,-5,-31,0,-8
2,-6,-47,-8,2,14,-3,-3
-2,1,12,-7,3,43,16,1
7,-7,5,4,-7,-25,-8,-9
-3,0,11,4,-7,-38,-1,4
1,11,36,15,1,-31,-6,-18
15,-4,-33,-3,35,52,-9,4
-7,-4,-5,-9,-18,-12,2,-5
-12,-3,-7,0,-5,18,7,-12
-8,-2,5,-10,-24,-73,-15,-1
-5,-2,0,1,-7,-2,-8,-2
2,9,16,1,11,31,0,11
-3,0,-16,-5,1,6,5,0
-18,-12,-3,-2,-1,-2,0,9
11,8,9,6,-13,-44,-8,-1
-36,-9,-27,-6,4,20,-1,0
-7,-4,-30,-13,-13,-4,0,-1
66,8,15,2,8,42,6,9
6,4,-8,-3,12,-2,9,6
2,3,30,6,-6,4,10,-4
-7,8,78,17,1,-13,-14,-1
3,-10,-88,-1,30,81,6,-9
-11,-4,1,-8,-18,-47,-2,-12
24,5,3,2,13,52,20,13
5,0,7,2,4,-3,1,-3
-7,-3,20,-7,-22,-82,-18,1
18,5,2,12,19,51,2,-3
-25,-14,-15,-8,-24,-123,-11,10
-3,-8,-56,-12,39,127,14,11
11,24,32,-1,-5,-13,7,15
-15,-14,-15,-8,-20,-53,2,-3
0,3,28,6,4,-13,-7,-5
-18,-13,7,12,1,-4,3,5
-4,-11,27,12,-16,-21,-16,-2
43,-1,-83,-33,4,-32,0,-8
-10,23,43,-2,6,67,13,5
1,-12,-16,-1,-5,-12,7,-7
-14,-1,26,0,-10,-42,-9,-8
-8,-4,19,18,2,-10,3,11
11,-2,-21,4,30,73,-11,-3
-16,-1,-4,-5,-2,-3,13,-11
9,-1,-3,-2,-23,-38,-2,-1
-11,-1,1,0,8,10,3,3
-5,-5,-17,-5,-6,-17,-3,-13
22,19,34,11,6,1,-13,24
-35,-12,-14,-2,4,9,3,-33
-12,-5,-11,-7,-7,18,8,-6
0,4,41,8,-6,-30,-13,-13
2,-13,-74,-13,-4,26,-2,2
26,17,-9,-13,2,-4,5,6
-49,-5,13,-6,-15,-33,5,15
21,0,17,9,12,-23,-1,1
-13,-7,22,10,-16,-29,-8,-13
-3,-9,-29,-6,18,64,1,7
-24,5,16,0,-16,-24,-6,-11
22,3,5,-2,-4,-22,0,13
-7,-2,-18,-5,3,-26,-4,-2
6,4,8,0,-3,-3,0,8
8,7,54,12,-9,4,-8,-10
-17,-33,-90,1,14,-20,11,0
6,32,28,-14,-14,-73,-14,-19
3,6,10,12,58,99,25,21
7,-7,-7,-13,-42,-80,-4,4
0,1,19,7,-1,4,7,-3
-8,-16,20,11,-2,-4,-4,-12
11,-9,1,3,-17,-22,-24,6
62,27,-25,-4,35,102,18,0
11,9,-5,-10,-3,5,13,13
1,-4,7,6,6,15,5,4
-22,-6,24,2,-18,-44,-9,-12
17,-2,-6,7,-3,3,-2,8
-25,11,26,-4,-17,-39,-19,-34
-4,-10,-37,0,20,62,14,29
-5,1,2,-4,-8,-49,4,-14
-10,-5,1,4,11,14,-2,-1
6,5,0,-9,-22,-40,-9,6
6,8,38,4,-8,-46,-8,-8
-25,-9,-30,8,30,108,9,5
11,3,1,-9,-17,-60,-14,-1
-7,-2,10,2,1,13,13,8
7,-5,0,6,16,29,-5,-22
-9,-2,-29,-15,-14,-15,0,1
-11,3,14,0,-3,-23,7,-2
2,-4,-2,4,8,29,-4,1
33,2,-1,-1,0,-5,-4,12
17,12,47,7,-10,-28,-3,-3
-40,-24,-71,-5,5,2,-5,-5
16,14,41,-1,-16,-52,-4,-7
-13,-18,-62,-8,14,54,19,0
4,7,14,-6,3,-27,-2,18
18,11,21,4,7,64,6,4
4,-4,-11,1,-8,-8,-6,-3
-17,4,16,-1,-16,-18,1,-4
-6,-10,18,4,-31,-123,-25,-3
0,-3,-9,24,82,90,17,-8
0,5,-16,-10,-8,-74,-11,-4
11,18,21,-3,-15,-63,14,6
-15,-8,-21,-6,-8,-11,-2,-9
1,-4,13,-3,-26,-55,-12,0
0,-2,20,8,15,48,0,-7
14,-16,-7,9,11,22,-8,2
-2,-2,-60,-17,-12,0,-2,4
41,16,-2,-9,-13,-7,8,-1
-18,-5,-13,-6,7,48,18,7
11,11,27,3,-5,-20,-8,6
-33,-15,11,6,7,26,-3,-7
-6,-7,12,4,-29,-98,-16,3
13,1,-19,10,43,91,4,-9
13,19,8,7,32,31,13,20
6,3,5,2,4,-6,14,2
-18,-1,8,-2,-5,-26,0,-4
1,-7,22,3,-27,-59,-27,9
-10,-10,-59,-10,-6,8,1,-6
-8,8,5,-6,5,23,8,-7
-4,1,0,-1,-1,-21,4,16
-12,-2,8,0,2,7,1,-1
-15,-10,-9,0,-9,-32,-10,-10
13,-9,-17,-10,-12,2,-2,7
-6,12,41,8,0,9,10,-10
-14,-30,-66,-4,2,-1,1,11
13,19,16,2,20,61,5,-4
18,20,9,0,-10,-12,13,-19
-28,-14,19,1,-2,-19,-17,2
-1,-14,-51,-13,-25,-82,-15,-6
-15,-5,19,-7,6,54,6,-10
8,1,-7,4,1,-3,9,7
3,-2,5,-3,-4,-19,-8,14
10,12,6,4,3,30,5,1
-11,-9,-5,-3,-22,-60,-6,-5
-25,0,0,4,15,68,1,-13
-5,3,-7,-1,-2,-17,-4,-8
6,6,37,9,4,9,4,5
-37,-23,-46,-12,-9,-34,-14,-5
46,29,58,13,21,75,23,19
-23,-32,-64,-13,-16,-16,-13,-14
-2,12,19,-2,12,20,-2,11
-11,1,18,-5,-20,-23,-3,-6
-9,-4,35,10,-4,-60,-14,12
25,-4,-32,-3,-27,-59,-2,1
-23,6,21,17,83,98,25,5
35,5,11,-2,-12,-43,7,17
8,-3,-31,-6,-9,-38,-14,-6
7,15,31,-4,-5,-1,10,11
1,-9,-5,2,-20,-27,-10,-15
10,10,31,7,-2,-1,-10,1
-8,-6,-2,0,-2,-35,-1,0
15,4,-14,7,35,52,6,-2
-57,-10,-57,-21,-25,-5,-12,-3
0,-4,-4,-4,-2,-37,9,6
2,-4,25,0,-7,23,-5,-23
0,-2,-5,2,0,-41,-5,14
9,-13,-18,-7,-2,33,-4,-11
0,5,13,10,8,-1,5,4
-13,3,47,11,-9,-54,-11,0
22,0,-87,-5,44,101,7,-8
18,22,22,-21,-27,-8,16,11
8,-8,-5,-4,-6,1,0,-6
-6,-15,-1,0,-8,-38,-8,-3
-13,-1,46,12,1,22,-3,5
21,-2,-8,1,-10,-44,-9,-6
-15,-4,-40,-8,-15,-14,-6,5
4,9,5,2,28,99,15,17
3,5,22,2,-10,-12,12,-7
3,-2,-6,4,7,21,4,-6
-10,4,38,5,-7,-3,-3,5
-18,-16,-32,8,17,31,-3,-4
-7,8,-39,-9,0,50,-6,8
29,13,36,-3,-16,-42,9,1
-14,-7,7,9,5,-15,-2,-12
12,-10,-40,-22,-9,-4,-8,-2
0,1,28,2,-10,-27,0,3
-3,-10,-34,7,5,-16,-1,3
22,10,14,-6,-3,23,-9,-19
-51,-13,-35,-5,13,27,0,-5
-4,9,16,-2,-8,-13,4,-1
17,-2,9,1,-12,-71,1,6
-2,4,12,3,0,-7,3,-2
3,3,2,19,57,52,26,18
25,-2,-6,-8,-23,-56,-12,-4
6,4,31,5,4,-19,0,0
7,-11,-50,-8,10,64,11,-7
4,3,6,-8,-26,-57,-18,-2
-18,-11,-1,-3,4,23,2,-34
15,6,27,9,-5,7,-8,-1
-4,1,-12,-2,7,15,-3,12
-5,-9,-37,-19,-14,9,7,2
13,9,42,7,0,-10,0,4
-18,0,21,-1,-26,-48,-8,-8
-8,-11,-47,7,40,64,1,-3
16,20,-13,-9,-10,-17,6,6
1,3,27,0,-5,-13,5,3
-2,-8,-2,3,8,13,-3,-7
-41,-12,3,-7,-17,-53,0,7
30,3,1,8,-11,-11,-15,-1
-29,-22,-42,-12,14,27,-16,-7
13,20,30,10,16,57,12,14
8,-1,-3,-5,-22,-29,5,-35
23,6,9,0,-6,-50,-10,32
-35,-7,23,5,-8,-59,-5,-12
-8,0,-3,5,18,70,2,-1
-8,-8,-7,-3,-20,-24,-8,7
2,-13,-62,-13,-1,4,-11,-15
-9,18,16,-11,-3,15,16,12
-10,-3,-5,-2,3,3,12,-2
7,14,49,13,0,-5,-2,10
-9,-11,16,6,-5,-11,-2,-15
11,-11,-21,1,-11,-75,-16,8
-29,-5,-17,5,48,89,26,-4
30,21,5,-12,-26,-109,-8,4
-16,-4,2,2,3,-18,1,-1
7,2,1,0,1,5,10,7
-19,-6,0,-6,-21,-64,-20,-31
-2,-12,-9,-1,9,56,1,12
-22,0,38,11,-11,-74,-16,-11
61,12,-78,-8,39,99,24,2
-1,14,-11,-17,-36,-101,-7,1
-2,-1,-4,0,8,8,17,0
3,0,32,-1,-25,-54,-10,-4
-18,-9,35,17,13,52,-2,-5
30,6,33,8,-8,10,-12,3
-11,-21,-66,-1,28,12,-21,-6
-6,-2,-50,-38,-22,52,28,14
9,12,25,5,8,-13,4,-10
-12,-8,-12,-6,-3,-4,-4,-14
-13,11,63,12,-17,-16,-8,-9
-16,-22,-14,1,-10,-74,-9,-6
-17,-11,-13,-2,-4,104,-2,-12
47,15,1,-1,0,-61,-7,22
14,3,-5,1,-5,-50,4,1
-16,-7,-16,0,16,10,9,-7
-4,4,33,-7,-42,-87,-13,3
-24,-8,42,16,12,2,-5,-1
17,-13,-72,-11,5,48,3,2
8,24,47,-2,-7,9,1,9
-10,-5,-8,7,-2,-28,3,2
-7,-18,-20,-12,-8,31,12,4
15,3,23,6,13,10,-3,12
-6,11,23,2,-15,-49,-10,-16
-31,-14,4,2,-4,37,-2,-10
11,-1,-50,-5,27,26,-14,-11
-9,2,18,-8,-24,-61,4,19
0,2,26,13,14,10,12,4
23,-1,-24,-9,-19,-56,-13,10
8,0,-17,-8,-10,-5,7,5
-23,-1,18,0,9,23,-2,-7
21,-2,4,14,13,36,-2,4
7,13,23,8,8,-7,6,-2
-62,-36,-91,-21,-35,-84,-11,7
7,19,55,12,40,88,28,2
22,-7,-31,-1,8,-9,-11,-23
7,-3,-19,-12,-4,32,-1,7
-28,3,19,-2,-12,-28,4,-4
-17,-3,-1,2,-8,-31,2,2
-1,-2,14,6,3,17,3,0
2,-8,-5,0,7,-11,-5,-1
29,10,11,3,4,3,-1,10
-17,-5,-4,-9,-38,-70,-2,-6
16,7,-8,10,72,108,7,-8
-1,-3,-18,-10,-19,-63,0,7
12,3,12,2,-1,25,14,11
-10,-5,-14,-2,-2,-17,-12,-1
