emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
13,8,14,-2,-1,1,10,6
-8,-6,-11,-3,4,23,-4,-1
-14,-2,-1,-1,0,-5,0,-9
11,2,25,9,1,6,-1,0
7,1,7,6,17,29,-3,-3
-9,-3,-12,-1,-13,-46,-1,6
8,3,7,0,3,-2,-6,1
6,-6,-15,-6,1,2,3,3
-13,-2,1,1,-3,2,-5,-3
6,0,4,4,3,3,-4,3
-14,-6,-21,-6,-2,-4,0,0
16,15,19,3,7,-15,3,0
-67,-6,10,-1,2,14,4,-5
22,8,-9,-4,-11,-22,-7,-8
-13,-14,-21,-7,-11,16,2,0
-15,-4,0,-3,0,-25,0,5
-16,-4,11,5,-1,16,-2,-11
-6,0,16,7,18,20,0,25
-1,-2,-6,-2,-10,-52,-1,-4
7,4,2,-1,8,82,5,-12
18,8,17,7,6,-30,0,17
-13,-4,4,-4,-6,11,-2,-3
39,-1,-21,4,3,-21,-8,-7
-42,-1,3,3,-6,8,11,6
0,-5,-18,-7,-8,6,3,-2
16,6,16,5,26,11,5,-1
10,12,26,-4,-9,-1,4,5
4,0,1,5,-6,-13,-9,-4
18,-3,-14,2,1,-6,4,7
-12,-7,-2,-9,-12,-21,0,-2
-10,-2,-2,0,2,18,-4,-1
6,-1,-4,-1,3,2,-1,6
13,3,-4,6,17,38,-1,-23
-1,-2,7,1,-8,-6,2,11
-2,-6,-22,-5,2,7,2,1
27,9,9,-5,-15,-35,-2,-4
-20,-8,-8,0,1,7,4,5
4,3,13,1,1,22,-2,-10
-3,6,15,7,13,-9,-4,2
2,-2,-2,0,-12,5,0,0
8,3,3,1,4,-5,2,4
-38,-6,-9,-2,-8,-23,-1,-1
18,-8,-17,-2,0,10,2,1
-7,-4,1,-8,-3,-24,-7,4
13,9,38,2,-17,-1,-4,-4
-3,-8,-45,0,12,17,2,3
7,10,23,4,9,36,3,-14
-13,-2,7,4,3,-1,0,2
9,-3,-7,-5,-10,-22,-2,2
7,4,23,2,-13,-28,0,7
-3,-12,-29,1,3,-5,-13,-2
-5,-14,-43,-9,3,35,0,-8
2,14,8,-5,-12,-23,2,-14
10,-3,-8,-1,3,15,9,13
-6,10,29,5,2,-2,4,9
15,-1,8,3,0,-17,-7,-1
-11,-14,-32,-2,-2,6,-5,2
7,5,5,-8,-3,1,-4,-1
-10,0,23,5,-17,-49,4,-2
-4,-7,-18,7,23,80,2,-4
55,8,7,-1,15,20,-2,7
2,0,-9,-1,-5,-13,3,-9
-6,-2,-16,-10,-5,-2,5,2
-8,11,26,-1,-9,-29,1,-3
2,-5,0,4,1,-17,-4,3
10,-3,-4,5,3,27,-2,0
-4,1,2,-2,-5,-1,-2,4
3,-2,5,2,-3,-16,-3,0
-10,-3,-12,-4,-3,-16,-2,0
-7,-5,-2,-3,-6,-3,0,-1
-15,5,25,9,2,-3,-4,1
23,3,-9,7,20,8,2,-2
-41,-12,-43,-23,-12,-22,-1,-7
19,-5,-36,-7,-5,5,6,-13
-24,1,-5,-9,-4,1,2,2
5,-2,23,0,-11,-13,1,5
3,-4,6,9,7,10,1,5
4,3,8,2,12,20,-8,-5
-1,-5,5,-2,0,-13,-5,-2
-1,0,-10,5,1,11,5,2
0,-2,-9,-1,0,40,3,5
-9,6,16,0,-15,-46,-4,0
15,-4,-20,-5,10,23,0,-1
-18,11,29,-7,-16,-36,-2,-1
9,-15,-38,5,8,-2,-2,0
-6,-4,-25,-2,2,-7,-1,5
17,11,17,3,3,31,3,-3
-10,0,7,-5,-3,-15,-1,1
-3,7,16,-3,-5,8,2,-1
-17,1,13,0,-3,-29,0,-4
11,-4,-2,4,-1,11,-3,8
-7,-12,-27,-4,-5,-4,-10,-16
-5,1,12,1,-2,-1,3,2
12,2,6,2,17,30,5,13
-4,2,11,0,-6,-14,1,-2
22,-8,-16,-4,-3,-15,1,2
9,1,-3,1,-7,-1,-6,1
6,4,12,1,3,1,-1,-4
8,3,10,2,-3,-9,0,3
-22,-11,-21,0,1,-6,0,3
2,2,1,3,11,18,-3,-15
10,3,9,-7,-9,-1,6,17
0,-3,11,-1,-2,1,-6,0
3,2,6,-1,-16,-57,-3,-1
2,-3,-19,0,5,48,5,1
-8,-3,-2,-3,5,0,-5,-9
-3,-4,-9,-3,-9,-28,1,2
-14,-2,0,-2,4,51,2,17
9,6,12,6,6,-4,6,0
-1,-3,-15,-5,-11,-23,-8,-18
-17,-1,2,0,-9,-18,4,1
-1,-2,-8,-2,1,45,-2,-8
7,3,0,4,6,-13,2,7
4,-3,-4,4,10,16,-3,-1
10,6,-4,-3,-6,-34,3,-10
-10,-1,9,-2,-14,1,-1,4
-29,-2,17,4,8,13,-1,-7
6,-5,-5,4,-3,-9,0,5
1,8,25,2,-1,0,-2,-1
1,-18,-65,-2,44,21,-5,-1
-36,7,12,-8,-17,-2,4,2
-10,-1,2,1,5,-6,-1,-3
24,8,29,-5,-19,-31,-2,-2
4,-5,-18,6,0,16,4,4
-6,-9,-11,-8,2,9,-8,-3
1,3,18,7,13,2,7,-9
-11,-9,-30,-10,-17,-10,-2,1
12,18,43,4,-7,-15,-6,-5
6,-13,-11,-5,-12,-47,0,0
-27,-7,-10,-3,-26,-40,1,-1
13,5,20,6,37,104,7,4
-12,-2,-10,4,-1,-31,1,-4
-43,-11,-12,5,-7,-5,-3,-2
-10,3,-1,-9,-13,-33,-1,7
-1,10,9,-1,4,-39,-15,-6
5,2,5,0,5,44,14,1
22,5,11,-2,2,-26,-10,8
-4,-15,-29,-3,-3,9,-2,-6
-5,1,-16,-4,-1,11,6,0
-16,-4,10,-3,-7,-9,-2,0
32,12,28,3,2,3,2,-6
13,-11,-20,-1,-2,3,-4,-2
8,-1,5,-4,-1,5,-6,0
18,7,14,2,2,4,6,0
-12,-6,-28,-3,-7,-17,-4,0
0,7,22,5,22,83,4,-9
-17,-17,-46,-8,-18,9,6,4
3,6,31,5,9,-62,1,-4
8,4,-16,-2,-3,50,-3,-3
6,8,3,-6,-15,-36,-2,5
2,-8,-18,0,3,-38,-2,-5
1,7,21,-8,-17,13,3,1
10,-6,-2,5,12,-10,-2,1
-41,2,8,8,0,-8,2,6
-9,-13,-22,-2,0,5,-4,-2
12,10,15,1,3,7,-7,-1
5,-1,4,-2,-5,1,7,2
-11,0,-11,-2,2,4,-4,8
-7,3,8,4,4,-1,4,0
-3,3,43,8,5,0,1,-1
-7,-13,-43,-2,0,8,-3,2
36,11,-3,-11,-10,-5,-3,-2
5,2,1,-3,8,17,6,-1
-39,-12,-25,-4,-2,-38,-2,-5
3,8,42,4,15,51,3,-2
1,-4,9,0,-12,-57,-11,-8
-8,-11,-31,4,11,85,-3,-1
23,4,-19,-8,-5,1,0,-10
0,12,15,0,9,-62,-2,-3
3,-3,2,1,9,37,7,3
-9,-4,11,0,-10,-44,-7,-5
10,4,9,9,0,3,-3,10
5,-11,-26,-8,-7,7,-4,-8
13,14,17,-5,-5,3,3,0
-11,-4,-22,0,-4,-1,6,0
-1,-4,-3,-3,0,4,-4,-1
4,3,12,-1,-4,-16,1,9
8,-8,-10,1,-4,-14,-5,1
3,0,-4,-5,6,39,6,-3
-26,5,-8,-1,-2,-23,3,-2
-22,1,14,9,-6,26,-2,-3
-41,-6,-2,9,33,68,0,4
24,4,1,-2,-19,-51,-6,-2
13,5,-2,1,1,16,13,6
0,-4,-3,-1,6,9,-6,-3
-10,-7,0,-2,-12,-21,4,-14
-4,18,50,10,3,-14,-7,0
7,-20,-49,-9,-19,-28,-10,1
12,-2,-17,-8,-10,-52,-1,1
-13,4,15,-4,-5,-12,6,-5
-20,-11,-19,-2,10,42,-3,3
47,16,18,-2,-19,-46,-5,-8
-8,5,36,8,6,29,2,11
9,-18,-36,3,4,3,-4,-6
-5,8,36,1,-22,-87,-1,0
11,-4,-31,0,11,89,2,4
-34,3,-3,-10,-4,-18,2,-11
32,12,23,1,-5,-6,6,8
-23,-13,-11,-3,15,-4,-1,-10
2,-3,17,3,-33,-72,-6,-6
33,5,-19,8,46,95,5,3
-21,-1,-12,-10,-20,-25,-4,-11
54,10,39,3,-10,-10,3,14
-21,-13,-15,5,6,-36,-3,3
-31,-15,-39,-19,-25,-42,-8,-5
12,9,-5,-2,12,28,15,13
2,-1,13,6,10,12,6,-8
-6,12,28,1,5,-2,-2,1
11,-2,2,6,2,32,3,8
14,1,-7,2,4,25,-7,-3
22,5,0,-1,15,-24,-3,7
-44,-13,13,-1,-16,24,5,3
18,22,34,13,10,-8,-2,1
9,-32,-59,-2,9,48,0,0
-20,11,2,-13,-33,-85,-17,4
25,-4,-2,6,46,123,22,-2
20,10,27,-12,-59,-111,-12,-5
17,7,9,21,59,75,7,10
-39,-33,-80,-17,-5,-46,-6,-25
27,17,26,-7,-3,6,2,6
-16,-9,23,3,-18,-39,7,1
-52,5,56,12,-1,-41,-11,-2
4,-21,-78,-8,-2,53,-6,-2
0,9,-10,-8,-4,-33,3,1
28,9,23,6,22,56,5,1
-3,5,23,1,-13,-48,-4,6
-18,5,41,14,6,39,1,-7
-17,-22,-60,-11,-8,-10,-22,-3
16,-7,-60,-11,-5,45,23,5
17,18,22,0,6,-13,-6,19
-41,4,23,10,14,-25,9,-15
14,2,35,8,11,39,3,10
-13,-11,-18,0,-14,-42,-3,-1
17,-2,-16,-15,-20,-41,-7,-13
-1,9,12,6,3,40,8,16
3,3,-7,2,21,25,10,13
-59,4,24,3,2,-32,-1,6
6,-17,-34,-3,-20,-18,-2,11
10,11,-3,-6,-7,3,-10,-9
10,-13,-45,-5,7,-27,0,-19
18,13,18,1,11,60,8,7
18,-2,31,2,-11,-39,-9,-25
-5,-11,-29,-7,-13,4,3,4
-4,12,20,1,-18,-39,-8,-8
13,-7,0,-3,4,11,-5,8
-10,1,4,-1,-12,-30,2,-11
13,6,17,7,15,58,10,9
-6,-12,-20,-10,-6,13,-7,-11
31,-1,-13,8,19,-20,0,2
-30,-10,-4,-9,-18,-30,1,0
23,10,12,-2,5,60,-5,-1
6,1,-9,-5,-25,-98,-8,5
6,-5,-6,-4,-6,-7,5,-10
-34,-3,-31,-6,16,48,-2,-15
-14,-11,9,-3,-10,-40,6,8
29,13,34,15,7,-6,2,1
-22,-12,-32,-9,-14,-8,-11,-13
-1,-1,-4,1,1,-12,2,14
21,7,-2,-8,5,40,4,1
4,6,16,4,-2,-4,0,1
-11,0,17,6,1,-39,6,-2
25,10,9,2,9,65,1,3
1,-10,-20,4,1,-102,-5,-1
-10,-9,-6,-1,30,127,6,0
-4,11,11,5,22,36,8,-1
-1,-2,-1,-1,-14,-55,-6,-1
4,5,0,5,2,35,14,-3
-50,-1,26,-1,-17,-111,-7,6
30,-1,-11,2,13,81,-14,-5
-29,-8,-9,-8,-6,40,4,-3
7,2,-10,1,14,24,4,0
-10,0,7,-1,-7,-23,7,0
16,-4,-10,2,0,-8,4,9
-35,14,17,-3,1,0,-3,-4
4,-8,1,-1,-7,-10,-3,1
6,1,-12,-4,6,34,-9,-15
-25,-6,4,-8,-27,-72,-4,0
51,15,19,16,21,41,1,7
-75,-18,-26,0,13,15,-1,-1
4,-5,-19,-4,-19,-24,-2,1
9,2,7,2,24,10,-5,-2
-3,-6,2,-3,-23,-27,4,-3
-6,5,15,1,-1,-14,-8,4
38,9,16,1,-4,11,1,14
-10,-4,-3,0,3,19,8,2
12,-2,-8,0,8,2,-2,2
4,0,10,3,-7,-9,-4,-11
-11,-3,-14,-4,-5,-16,4,0
-4,-3,-12,-10,-17,-2,1,-9
40,9,8,4,21,34,4,14
43,11,17,5,2,0,6,1
-29,-12,-14,9,15,5,-3,-8
-13,-11,-17,-8,-14,-2,-2,2
10,8,34,1,-11,-20,-1,-3
11,-9,-21,1,10,26,6,5
-9,2,12,-3,-10,21,-16,-5
14,7,1,2,15,45,13,13
-1,-1,-14,-3,-12,-21,-3,-10
-7,7,16,4,-1,3,3,13
3,-15,-17,-5,-3,-40,1,2
-3,-1,4,0,1,7,4,4
-33,-3,-7,-2,-1,-23,-6,-16
7,7,20,-1,-7,-40,-6,3
14,-7,-19,0,-19,-10,-2,-1
6,-1,-33,-9,12,32,-8,1
-6,1,6,-5,16,56,17,6
-39,-4,30,2,-5,-22,-4,-12
-5,-6,3,5,-2,-25,-4,-10
9,-3,-8,-3,-19,-63,-11,-6
6,2,-9,-3,-8,-7,5,8
-3,-2,0,-2,3,18,-7,-5
1,7,5,3,11,25,6,2
0,-5,-2,0,-3,-19,-3,-2
11,-8,-16,-1,-7,-3,-5,2
15,7,5,6,26,71,14,6
-11,1,-9,-2,17,-7,4,-7
6,5,9,1,-10,-30,-2,6
-1,-8,9,-1,-9,-8,3,-1
7,-2,5,-2,-22,-101,-2,1
5,-15,-52,-4,32,127,0,-1
-25,21,37,1,-3,-43,6,-2
-8,-11,-24,-4,-9,-28,0,2
-26,-1,5,-1,-4,-20,-7,-9
22,8,26,4,4,-7,1,0
-14,-15,-10,-3,-11,-7,-5,-3
-14,7,24,7,0,-14,-7,-9
22,-10,-45,-5,3,78,9,18
-7,3,-3,-6,2,-52,-4,-4
13,9,20,5,9,49,6,-7
-10,1,4,8,3,-37,-3,-5
40,6,26,9,2,30,-10,-8
-11,-10,-14,-4,-3,15,3,19
47,7,-8,-4,9,-3,7,-1
-26,0,0,-2,-8,-3,0,11
-2,-8,-23,-10,-7,-17,-8,-6
-13,7,26,2,1,-4,1,-8
-7,-2,21,3,-9,-24,-9,3
19,-7,-26,-2,2,6,-5,-28
-8,3,4,-3,-3,-9,-8,-3
-1,-1,-5,5,-3,-1,13,13
-7,1,2,0,0,10,3,11
7,-1,-1,1,1,-31,-1,1
-1,7,7,0,5,41,5,-2
-30,-1,32,7,2,-11,-4,-7
-24,-20,-35,-4,-13,-28,-13,-8
12,14,-10,-12,-5,9,5,7
4,9,7,-4,-6,2,4,4
5,-2,1,3,-7,-46,1,0
-11,-3,1,6,14,46,-3,3
-14,-13,0,-3,0,9,-3,3
12,10,46,9,-12,-66,0,4
49,-10,-59,-2,12,19,-5,-18
-45,7,17,1,16,-1,-2,3
22,0,-4,-3,1,30,15,-2
-7,-3,-4,-1,-2,-7,0,2
5,6,32,1,-11,-20,-2,8
-4,-8,-12,3,1,0,-9,-12
8,2,-4,1,6,13,-6,7
-15,-1,-4,2,-1,1,12,1
-31,2,28,-6,-28,-78,-9,2
46,-27,-90,-7,25,97,3,-15
-27,27,25,0,-18,-31,4,9
10,-9,-22,-5,12,-21,-4,-5
6,11,17,-2,0,-1,2,-9
2,4,33,2,-21,-56,-6,2
8,-16,-12,4,-1,11,-5,-3
-15,-9,-23,-3,4,30,-3,-4
-4,7,10,-4,-3,17,1,1
-4,15,56,13,-2,-31,-3,7
-14,-18,-34,4,20,84,0,-21
1,-23,-82,-28,-23,-16,-8,-6
8,25,34,-1,22,32,18,15
11,-5,-5,-2,-10,-7,2,-3
10,6,33,5,-2,-48,-7,3
-4,0,8,7,-2,19,-5,0
8,-11,-27,-5,-12,7,-4,-6
-6,11,22,0,2,-21,2,-7
1,-3,2,3,3,10,3,9
-4,-4,-8,-2,-8,-27,-4,-8
-7,-3,-5,-4,-5,-10,1,10
-23,-10,7,5,-1,22,2,-1
-11,5,28,16,25,25,-9,-1
40,4,-55,-17,-1,-2,6,8
-26,-7,-29,-11,-4,18,10,6
-7,17,13,-12,-21,-39,8,-1
5,-26,-39,-17,-19,-7,2,-1
-3,15,58,18,15,-3,-3,4
6,-3,5,10,1,3,-12,-3
11,-7,-16,-3,-5,-8,-6,-4
-9,5,4,-1,4,-3,2,4
-10,1,5,-3,-5,-25,-2,-5
5,-1,12,-1,-15,61,2,-5
-1,-2,-12,18,43,55,6,4
-7,0,-9,-8,14,-29,-12,-2
21,-3,-21,-4,-5,-23,-2,-8
22,13,13,-4,-7,-9,4,-1
-6,-2,-2,-2,-18,-27,1,3
18,-6,-6,1,-3,-1,-1,3
-7,-2,9,3,-3,7,1,1
-6,-1,5,3,13,2,-4,-6
5,7,10,0,1,-4,-4,9
-1,0,-7,-5,-5,-15,4,6
-21,-2,48,7,-33,-57,-4,-4
3,-19,-44,7,30,80,-8,5
-35,-3,-66,-23,-24,-25,7,12
48,14,14,-7,1,-31,15,-3
-20,8,22,5,4,-5,4,11
-12,1,34,7,-13,-28,-4,-6
-4,-13,3,3,-8,-19,-7,-11
4,0,2,2,-3,12,-7,-4
10,5,11,3,8,23,2,1
-37,-14,-21,-3,1,-38,-3,-6
36,-2,-19,-10,-3,6,-1,1
-3,10,54,1,-30,-67,5,-3
-7,-10,-38,0,45,103,3,-8
17,14,3,-5,-7,7,0,3
17,6,23,13,15,-15,9,1
-7,-2,9,6,5,-9,-8,-3
3,-4,4,4,-3,-20,-1,8
-11,-5,-2,-4,1,-6,-2,-8
10,4,13,-3,-11,-1,-6,-1
-18,-7,-17,0,-3,15,-2,1
6,-2,-18,-8,4,29,5,-5
6,14,27,-2,-11,-69,-4,0
3,-10,-5,6,-3,69,8,8
1,-6,-29,-1,55,65,4,-12
6,24,15,0,-10,-41,5,8
-8,-7,5,-2,5,-14,2,4
-30,-2,13,-2,-20,-73,-10,-9
30,-4,10,3,-13,7,0,8
-10,-12,-22,3,6,24,-4,-5
10,-8,-37,-7,-5,-7,4,-1
4,-1,-17,-7,6,-73,-1,4
-6,0,-14,-1,-3,87,-1,-3
-25,-1,15,-2,0,15,1,-11
6,3,14,7,-8,-34,4,10
5,5,13,6,26,37,-10,-10
0,3,9,3,-3,5,8,4
-1,-12,-22,-2,-15,-38,-6,-3
-2,0,-3,-1,6,23,2,-3
5,1,-6,-13,-20,-60,-2,-1
9,10,9,9,18,37,4,12
-1,-8,3,3,7,5,3,14
-10,7,32,4,-4,-9,-4,-9
16,-10,-24,1,-10,-48,-2,-1
-15,-15,-54,-15,-8,1,-11,-6
34,10,-12,-13,9,68,15,0
-1,-3,-2,-4,-5,-31,-1,5
-29,2,41,10,7,30,-4,-21
-6,-7,6,6,-12,-46,-7,4
-3,-4,-2,-2,-7,0,-4,-9
26,-2,-21,3,8,18,-3,4
-16,-1,0,-2,0,-2,-6,-16
-22,-6,-6,0,-2,-47,9,7
-8,1,14,6,29,77,4,3
27,8,4,0,-9,-24,-4,3
-29,7,0,0,-8,-45,1,-5
24,-3,-13,0,23,68,1,-1
-6,-2,0,-2,-14,-45,1,12
-24,-12,-2,1,-1,7,-5,-9
19,7,5,4,5,14,5,8
7,18,4,-6,-13,-42,1,-7
2,-10,4,-14,-21,-48,-10,1
-4,-17,-39,2,13,74,9,-1
15,8,37,-2,-6,-2,-1,8
-20,-15,-33,-6,-15,-21,-3,-4
21,16,30,10,10,25,2,2
-16,-3,-8,-2,8,-51,-1,-17
-1,4,18,6,-1,53,-1,2
6,0,5,1,4,5,-5,-6
-21,-6,-25,-2,2,-14,-7,-11
-6,0,11,-7,-10,-8,-1,3
6,-10,-13,0,6,16,6,5
0,7,22,2,-21,-51,-3,2
7,3,-11,4,10,7,1,-7
20,10,9,-1,3,20,7,14
-28,-24,-66,-17,-4,-3,-6,-12
-1,7,23,2,-4,-17,-3,5
6,-2,11,1,-8,-24,8,-4
13,9,33,11,-5,-14,2,1
1,-9,-21,10,37,42,-7,-2
1,7,-34,-18,-17,41,-3,-15
10,8,8,2,-2,-22,16,16
2,5,20,-1,-5,-6,-5,-4
-9,-7,5,3,-12,-26,-6,-6
-5,-12,-5,5,7,-33,-1,-2
-6,-1,-3,1,7,31,-7,0
-19,-7,-9,-7,-17,-11,-1,-6
21,15,32,3,8,-7,5,14
1,-11,-20,-3,-18,-18,-4,6
-18,3,-4,5,18,18,-1,-8
-7,1,29,10,8,11,-5,-3
34,-6,-63,-15,-17,22,-6,-11
8,10,7,-6,10,13,7,12
-17,-10,10,-2,-16,-17,2,-3
-5,2,15,6,1,-13,-5,4
4,4,10,-3,-1,-9,1,2
-17,-12,-21,-2,-14,-35,-1,-4
6,-4,-12,-3,-2,33,3,14
10,4,-6,-1,11,-7,-5,-13
-12,11,31,5,3,10,1,6
2,-5,3,3,-12,-47,-1,1
-4,12,-3,13,62,99,9,2
57,-7,-33,-15,-19,-40,1,-6
-32,-3,10,-6,-13,-17,2,-2
-3,-7,16,4,3,10,5,-4
-1,0,15,6,-23,-64,-19,-11
2,-8,-44,-13,-11,-23,-3,3
3,8,8,-1,13,48,10,2
-8,7,14,7,16,52,6,-5
11,-6,3,-6,-23,-37,0,-3
-18,-3,-6,0,6,-8,-7,4
-6,-6,1,-2,-2,1,-2,5
16,19,43,2,-6,-7,-6,-5
-48,-28,-50,-8,-20,-56,-10,-3
-5,14,1,6,46,97,21,6
5,1,5,-2,-12,-28,5,4
7,1,15,-3,12,8,2,0
6,0,4,-4,-18,-34,-7,-7
-18,-7,-5,-26,-13,-9,-1,1
2,-2,-19,16,7,16,-3,6
-3,2,9,14,1,-8,2,0
4,-6,-5,3,-1,-10,-1,-1
-16,-2,16,-19,-3,1,0,2
10,-4,-46,-6,-2,0,1,0
-8,-3,33,17,0,-7,1,1
3,2,0,-14,0,-8,-3,-1
-4,-1,4,-6,-3,12,-1,-1
1,1,5,-20,-4,-16,1,-4
-6,-5,-18,-5,-1,3,-5,2
8,3,4,5,7,6,6,1
-4,0,-3,4,-6,-5,-1,-5
-8,-1,10,2,-16,-28,5,1
-10,-7,-16,3,2,26,-5,-14
7,5,13,3,26,50,5,0
-5,-5,-21,4,-10,-23,3,25
12,10,37,16,2,-2,-9,-19
5,-6,-6,-3,10,8,3,14
-7,-5,-52,-25,-26,-27,-5,-5
-12,14,27,18,2,22,8,-2
12,-5,-3,3,15,7,7,8
-8,16,69,-8,-18,-29,-10,-12
24,-22,-44,15,26,58,-8,-2
-5,-25,-21,5,-8,-10,-10,-6
-6,7,-41,-29,-29,-28,6,9
30,39,20,18,51,86,16,-21
-10,6,27,10,2,-24,8,5
14,0,24,10,0,-89,-10,-10
-29,-15,44,9,-8,-25,-8,5
2,-34,-95,-3,47,89,-11,20
6,43,41,-7,-15,-91,13,15
-70,-17,-16,0,6,-43,23,-6
-6,-4,80,-4,-79,-98,-15,-7
-8,2,-62,24,33,16,-22,-11
70,-8,-95,-35,-65,-72,-10,13
5,23,31,-2,-14,-53,17,13
-10,-11,-3,2,12,-42,2,-1
-36,-5,100,4,-49,-82,-4,1
6,-33,-30,18,-17,6,-5,2
-33,-4,-83,-18,69,94,-10,-23
22,26,18,-16,-17,-13,21,18
-1,-14,-12,-36,-6,-18,4,7
-30,-5,70,57,-2,-19,-8,-9
32,4,38,-4,-73,-65,-23,-8
-23,10,-122,9,127,127,29,3
36,30,14,-17,-36,-128,17,-2
-35,-11,13,-15,13,-42,1,-7
1,-12,17,9,-19,-25,-11,9
21,-13,-2,5,-37,-46,-18,-18
4,-2,-19,-6,25,67,8,5
-10,6,20,2,31,12,0,-3
20,-1,-8,9,13,40,-3,11
6,5,8,-5,-11,-5,-1,-6
-24,-10,8,-3,-66,-128,-5,7
1,3,-4,4,34,101,3,-6
17,8,-10,-2,2,-47,0,8
-7,-6,-7,-15,-4,-34,2,5
-14,-11,47,18,-6,-33,-3,2
-6,-10,-36,7,-13,-25,-7,-8
-23,3,-45,-39,-34,-3,1,-3
14,16,38,-7,11,24,16,5
-7,-15,-19,-24,-8,16,-11,-10
0,9,50,27,1,1,-4,1
-2,-12,0,35,19,21,-2,-3
-9,-8,-12,-2,-17,-21,-14,-5
1,2,-13,-6,-5,-21,6,1
11,9,6,-15,16,64,6,14
7,2,1,3,9,-10,-4,-33
1,-6,4,8,13,10,-6,7
6,-5,-25,-12,-41,-70,3,9
-4,7,14,2,45,51,14,-3
5,-3,4,4,-9,-19,-3,-18
16,3,5,9,6,-1,-5,9
-19,-2,-7,5,4,-11,1,-4
-10,2,20,-12,-32,-55,0,-1
2,-29,-70,-25,2,32,-1,0
12,12,-28,-4,-3,-9,3,5
18,6,-10,-3,4,31,12,2
-10,-2,20,-13,-2,-21,-2,-6
14,10,46,11,17,20,-2,9
-17,-22,4,67,-8,-5,-15,-8
11,-4,-22,-32,-45,-76,-7,6
-6,19,18,23,73,89,19,1
-4,-3,-13,-15,-1,-111,-5,-18
-3,-3,-4,-10,-3,-59,1,1
4,5,10,16,16,2,-3,-6
1,-11,-7,-23,-55,-103,-13,-8
2,2,8,2,-4,40,12,9
-15,-4,5,-2,14,40,-7,-13
4,1,-3,2,10,29,-5,-2
-6,-3,-19,-29,-27,-27,-7,-6
2,6,19,3,7,39,12,14
6,9,48,25,7,7,-4,-7
0,-24,-83,-10,5,17,-7,1
-10,21,-5,-8,-36,-64,4,6
31,19,35,19,57,114,20,11
5,-13,0,-20,-8,-24,-5,-3
0,3,32,12,7,-8,-6,-2
-4,-20,-34,-1,-18,-31,-2,0
4,13,12,7,24,58,4,6
7,5,-2,-7,3,6,4,5
-5,-5,2,9,18,41,4,-20
1,-5,6,-6,-21,-58,-10,-6
-5,-3,14,2,-21,-36,-3,12
1,-7,-18,-3,8,33,7,-4
-7,3,1,2,5,-13,-4,-3
1,-1,6,-6,-2,14,-3,-9
-3,-5,-9,3,-12,-20,-3,-1
-6,1,2,-31,0,8,3,1
-8,-3,-13,22,-2,0,-1,1
14,-9,-7,-4,-7,-9,-4,1
25,35,92,13,-37,-90,-2,7
-83,-47,-97,-8,64,89,-2,-19
51,30,14,-35,-25,-56,7,13
13,-6,8,5,13,2,10,-3
-4,-9,2,-4,-22,-48,-12,-8
9,7,38,3,-26,-34,-7,4
-12,-10,-8,12,17,49,-1,11
6,4,-12,-2,-14,-55,-6,6
-45,-19,-16,-7,-13,22,-10,-16
36,18,33,16,5,2,1,5
1,-7,-45,-3,17,6,-1,8
-8,12,23,2,-2,-22,4,10
1,-5,-18,-10,-9,-21,-1,-4
-11,-7,-4,-3,-12,-17,-5,1
1,4,27,6,0,23,4,-3
-8,-1,5,0,2,12,-3,-6
-4,-7,-24,3,15,14,0,2
17,10,4,-3,-7,0,6,2
-13,-4,16,-2,-10,-2,-2,-8
-3,-4,-17,-26,5,19,1,7
5,2,14,40,-4,-44,-6,-3
9,1,22,6,7,-8,-3,-2
-30,-16,-49,-17,9,49,-4,3
57,23,26,3,-5,12,9,-2
-34,-1,-19,-24,4,-3,18,4
16,3,6,-1,-21,-47,-9,0
-8,-10,16,11,9,-5,-1,-1
-3,-7,-5,0,4,21,-5,-3
5,-1,-5,0,-3,-5,-2,4
-6,1,-5,3,1,-2,2,-5
-8,-6,1,-4,0,-3,2,-1
-6,4,12,10,-14,11,-4,-6
9,-2,-3,20,24,24,1,4
-8,-15,-26,-12,17,-41,-3,1
-6,7,10,-5,5,43,4,-5
20,10,1,-4,-11,-28,-2,0
-31,-5,-13,-10,-10,8,6,-2
14,-3,-9,-6,-12,9,-4,-13
10,4,21,7,0,-33,2,8
-16,-5,5,11,13,11,0,0
20,2,-2,-4,5,16,-3,11
-11,2,6,0,-12,-3,3,3
0,-7,-9,1,-15,-32,-3,0
-6,-2,-23,-3,9,64,-8,2
12,2,0,-3,8,-1,4,-4
-4,3,7,1,8,-8,-2,-6
2,0,12,5,-7,-25,1,3
-8,-9,-8,-1,-1,-4,2,0
0,-6,-15,-9,-11,-11,-10,-3
4,6,3,1,-4,10,4,2
-25,1,21,4,4,3,-1,-6
-9,0,37,13,10,-2,-2,-7
30,-3,-35,-9,-9,-2,-5,5
-35,-10,-57,-31,-18,-15,0,-1
10,16,23,6,-4,17,6,6
-2,-5,2,-1,2,19,14,3
1,4,35,13,15,-19,-4,9
9,2,19,8,4,19,-4,-6
2,-6,-21,-7,0,-6,-4,0
-14,-2,-4,0,-2,-39,-6,-4
1,-2,-3,-4,-3,46,2,-2
6,-1,-11,0,-4,1,-1,10
3,4,16,-1,2,-19,-4,-5
3,-1,27,12,3,12,7,2
-21,-12,-49,-12,-12,-23,-5,-5
